"","CRID","Race","Gender","Victim"
"22001","1008096","White","Male","White Male"
"22002","1008102","White","Male","White Male"
"22003","1008110","White","Male","White Male"
"22004","1008115","White","Male","White Male"
"22005","1008123","White","Male","White Male"
"22006","1008126","White","Male","White Male"
"22007","1008134","White","Male","White Male"
"22008","1008171","White","Male","White Male"
"22009","1008216","White","Male","White Male"
"22010","1008225","White","Male","White Male"
"22011","1008228","White","Male","White Male"
"22012","1008250","White","Male","White Male"
"22013","1008262","White","Male","White Male"
"22014","1008279","White","Male","White Male"
"22015","1008290","White","Male","White Male"
"22016","1008305","White","Male","White Male"
"22017","1008311","White","Male","White Male"
"22018","1008330","White","Male","White Male"
"22019","1008334","White","Male","White Male"
"22020","1008342","White","Male","White Male"
"22021","1008344","White","Male","White Male"
"22022","1008346","White","Male","White Male"
"22023","1008371","White","Male","White Male"
"22024","1008392","White","Male","White Male"
"22025","1008404","White","Male","White Male"
"22026","1008465","White","Male","White Male"
"22027","1008487","White","Male","White Male"
"22028","1008488","White","Male","White Male"
"22029","1008489","White","Male","White Male"
"22030","1008508","White","Male","White Male"
"22031","1008509","White","Male","White Male"
"22032","1008518","White","Male","White Male"
"22033","1008522","White","Male","White Male"
"22034","1008532","White","Male","White Male"
"22035","1008533","White","Male","White Male"
"22036","1008553","White","Male","White Male"
"22037","1008566","White","Male","White Male"
"22038","1008614","White","Male","White Male"
"22039","1008648","White","Male","White Male"
"22040","1008657","White","Male","White Male"
"22041","1008658","White","Male","White Male"
"22042","1008663","White","Male","White Male"
"22043","1008712","White","Male","White Male"
"22044","1008715","White","Male","White Male"
"22045","1008716","White","Male","White Male"
"22046","1008725","White","Male","White Male"
"22047","1008736","White","Male","White Male"
"22048","1008754","White","Male","White Male"
"22049","1008773","White","Male","White Male"
"22050","1008785","White","Male","White Male"
"22051","1008797","White","Male","White Male"
"22052","1008800","White","Male","White Male"
"22053","1008814","White","Male","White Male"
"22054","1008829","White","Male","White Male"
"22055","1008858","White","Male","White Male"
"22056","1008876","White","Male","White Male"
"22057","1008896","White","Male","White Male"
"22058","1008920","White","Male","White Male"
"22059","1008934","White","Male","White Male"
"22060","1008943","White","Male","White Male"
"22061","1008961","White","Male","White Male"
"22062","1008977","White","Male","White Male"
"22063","1008999","White","Male","White Male"
"22064","1009013","White","Male","White Male"
"22065","1009034","White","Male","White Male"
"22066","1009038","White","Male","White Male"
"22067","1009054","White","Male","White Male"
"22068","1009056","White","Male","White Male"
"22069","1009066","White","Male","White Male"
"22070","1009090","White","Male","White Male"
"22071","1009103","White","Male","White Male"
"22072","1009136","White","Male","White Male"
"22073","1009142","White","Male","White Male"
"22074","1009170","White","Male","White Male"
"22075","1009174","White","Male","White Male"
"22076","1009175","White","Male","White Male"
"22077","1009193","White","Male","White Male"
"22078","1009198","White","Male","White Male"
"22079","1009219","White","Male","White Male"
"22080","1009247","White","Male","White Male"
"22081","1009251","White","Male","White Male"
"22082","1009311","White","Male","White Male"
"22083","1009312","White","Male","White Male"
"22084","1009349","White","Male","White Male"
"22085","1009359","White","Male","White Male"
"22086","1009365","White","Male","White Male"
"22087","1009404","White","Male","White Male"
"22088","1009444","White","Male","White Male"
"22089","1009451","White","Male","White Male"
"22090","1009458","White","Male","White Male"
"22091","1009463","White","Male","White Male"
"22092","1009474","White","Male","White Male"
"22093","1009475","White","Male","White Male"
"22094","1009518","White","Male","White Male"
"22095","1009530","White","Male","White Male"
"22096","1009540","White","Male","White Male"
"22097","1009587","White","Male","White Male"
"22098","1009592","White","Male","White Male"
"22099","1009607","White","Male","White Male"
"22100","1009610","White","Male","White Male"
"22101","1009623","White","Male","White Male"
"22102","1009631","White","Male","White Male"
"22103","1009639","White","Male","White Male"
"22104","1009649","White","Male","White Male"
"22105","1009672","White","Male","White Male"
"22106","1009688","White","Male","White Male"
"22107","1009693","White","Male","White Male"
"22108","1009707","White","Male","White Male"
"22109","1009735","White","Male","White Male"
"22110","1009746","White","Male","White Male"
"22111","1009752","White","Male","White Male"
"22112","1009758","White","Male","White Male"
"22113","1009764","White","Male","White Male"
"22114","1009769","White","Male","White Male"
"22115","1009779","White","Male","White Male"
"22116","1009786","White","Male","White Male"
"22117","1009797","White","Male","White Male"
"22118","1009798","White","Male","White Male"
"22119","1009866","White","Male","White Male"
"22120","1009894","White","Male","White Male"
"22121","1009931","White","Male","White Male"
"22122","1009948","White","Male","White Male"
"22123","1009950","White","Male","White Male"
"22124","1009999","White","Male","White Male"
"22125","1010001","White","Male","White Male"
"22126","1010005","White","Male","White Male"
"22127","1010010","White","Male","White Male"
"22128","1010022","White","Male","White Male"
"22129","1010026","White","Male","White Male"
"22130","1010037","White","Male","White Male"
"22131","1010048","White","Male","White Male"
"22132","1010053","White","Male","White Male"
"22133","1010073","White","Male","White Male"
"22134","1010084","White","Male","White Male"
"22135","1010085","White","Male","White Male"
"22136","1010126","White","Male","White Male"
"22137","1010132","White","Male","White Male"
"22138","1010152","White","Male","White Male"
"22139","1010185","White","Male","White Male"
"22140","1010186","White","Male","White Male"
"22141","1010192","White","Male","White Male"
"22142","1010211","White","Male","White Male"
"22143","1010242","White","Male","White Male"
"22144","1010243","White","Male","White Male"
"22145","1010298","White","Male","White Male"
"22146","1010321","White","Male","White Male"
"22147","1010322","White","Male","White Male"
"22148","1010333","White","Male","White Male"
"22149","1010358","White","Male","White Male"
"22150","1010361","White","Male","White Male"
"22151","1010364","White","Male","White Male"
"22152","1010375","White","Male","White Male"
"22153","1010378","White","Male","White Male"
"22154","1010381","White","Male","White Male"
"22155","1010389","White","Male","White Male"
"22156","1010393","White","Male","White Male"
"22157","1010460","White","Male","White Male"
"22158","1010463","White","Male","White Male"
"22159","1010471","White","Male","White Male"
"22160","1010482","White","Male","White Male"
"22161","1010497","White","Male","White Male"
"22162","1010505","White","Male","White Male"
"22163","1010542","White","Male","White Male"
"22164","1010545","White","Male","White Male"
"22165","1010550","White","Male","White Male"
"22166","1010561","White","Male","White Male"
"22167","1010565","White","Male","White Male"
"22168","1010567","White","Male","White Male"
"22169","1010568","White","Male","White Male"
"22170","1010576","White","Male","White Male"
"22171","1010602","White","Male","White Male"
"22172","1010608","White","Male","White Male"
"22173","1010609","White","Male","White Male"
"22174","1010615","White","Male","White Male"
"22175","1010624","White","Male","White Male"
"22176","1010634","White","Male","White Male"
"22177","1010643","White","Male","White Male"
"22178","1010647","White","Male","White Male"
"22179","1010663","White","Male","White Male"
"22180","1010668","White","Male","White Male"
"22181","1010669","White","Male","White Male"
"22182","1010677","White","Male","White Male"
"22183","1010679","White","Male","White Male"
"22184","1010681","White","Male","White Male"
"22185","1010682","White","Male","White Male"
"22186","1010698","White","Male","White Male"
"22187","1010712","White","Male","White Male"
"22188","1010722","White","Male","White Male"
"22189","1010724","White","Male","White Male"
"22190","1010744","White","Male","White Male"
"22191","1010745","White","Male","White Male"
"22192","1010746","White","Male","White Male"
"22193","1010748","White","Male","White Male"
"22194","1010771","White","Male","White Male"
"22195","1010772","White","Male","White Male"
"22196","1010775","White","Male","White Male"
"22197","1010777","White","Male","White Male"
"22198","1010787","White","Male","White Male"
"22199","1010794","White","Male","White Male"
"22200","1010808","White","Male","White Male"
"22201","1010842","White","Male","White Male"
"22202","1010865","White","Male","White Male"
"22203","1010867","White","Male","White Male"
"22204","1010871","White","Male","White Male"
"22205","1010892","White","Male","White Male"
"22206","1010893","White","Male","White Male"
"22207","1010894","White","Male","White Male"
"22208","1010898","White","Male","White Male"
