"","CRID","Race","Gender","Victim"
"21250","1087482","Black","Female","Black Female"
"21251","1087490","Black","Female","Black Female"
"21252","1087501","Black","Female","Black Female"
"21253","1087515","Black","Female","Black Female"
"21254","1087522","Black","Female","Black Female"
"21255","1087534","Black","Female","Black Female"
"21256","1087562","Black","Female","Black Female"
"21257","1087568","Black","Female","Black Female"
"21258","1087575","Black","Female","Black Female"
"21259","1087612","Black","Female","Black Female"
"21260","1087621","Black","Female","Black Female"
"21261","1087622","Black","Female","Black Female"
"21262","1087645","Black","Female","Black Female"
"21263","1087650","Black","Female","Black Female"
"21264","1087658","Black","Female","Black Female"
"21265","1087678","Black","Female","Black Female"
"21266","1087683","Black","Female","Black Female"
"21267","1087697","Black","Female","Black Female"
"21268","1087709","Black","Female","Black Female"
"21269","1087724","Black","Female","Black Female"
"21270","1087727","Black","Female","Black Female"
"21271","1087762","Black","Female","Black Female"
"21272","1087764","Black","Female","Black Female"
"21273","1087767","Black","Female","Black Female"
"21274","1087772","Black","Female","Black Female"
"21275","1087776","Black","Female","Black Female"
"21276","1087778","Black","Female","Black Female"
"21277","1087781","Black","Female","Black Female"
"21278","1087802","Black","Female","Black Female"
"21279","1087809","Black","Female","Black Female"
"21280","1087818","Black","Female","Black Female"
"21281","1087870","Black","Female","Black Female"
"21282","1087880","Black","Female","Black Female"
"21283","1087887","Black","Female","Black Female"
"21284","1087936","Black","Female","Black Female"
"21285","1087941","Black","Female","Black Female"
"21286","1087947","Black","Female","Black Female"
"21287","1087950","Black","Female","Black Female"
"21288","1087971","Black","Female","Black Female"
"21289","1087973","Black","Female","Black Female"
"21290","1087991","Black","Female","Black Female"
"21291","1087993","Black","Female","Black Female"
"21292","1088004","Black","Female","Black Female"
"21293","1088043","Black","Female","Black Female"
"21294","1088060","Black","Female","Black Female"
"21295","1088069","Black","Female","Black Female"
"21296","1088081","Black","Female","Black Female"
"21297","1088096","Black","Female","Black Female"
"21298","1088098","Black","Female","Black Female"
"21299","1088103","Black","Female","Black Female"
"21300","1088126","Black","Female","Black Female"
"21301","1088140","Black","Female","Black Female"
"21302","1088154","Black","Female","Black Female"
"21303","1088160","Black","Female","Black Female"
"21304","1088162","Black","Female","Black Female"
"21305","1088191","Black","Female","Black Female"
"21306","1088198","Black","Female","Black Female"
"21307","1088206","Black","Female","Black Female"
"21308","1088245","Black","Female","Black Female"
"21309","1088254","Black","Female","Black Female"
"21310","1088294","Black","Female","Black Female"
"21311","1088324","Black","Female","Black Female"
"21312","1088325","Black","Female","Black Female"
"21313","1088358","Black","Female","Black Female"
"21314","1088359","Black","Female","Black Female"
"21315","1088362","Black","Female","Black Female"
"21316","1088384","Black","Female","Black Female"
"21317","1088390","Black","Female","Black Female"
"21318","1088398","Black","Female","Black Female"
"21319","1088402","Black","Female","Black Female"
"21320","1088421","Black","Female","Black Female"
"21321","1088454","Black","Female","Black Female"
"21322","1088457","Black","Female","Black Female"
"21323","1088505","Black","Female","Black Female"
"21324","1088555","Black","Female","Black Female"
"21325","1088566","Black","Female","Black Female"
"21326","1088591","Black","Female","Black Female"
"21327","1088597","Black","Female","Black Female"
"21328","1088607","Black","Female","Black Female"
"21329","1088629","Black","Female","Black Female"
"21330","1088635","Black","Female","Black Female"
"21331","1088664","Black","Female","Black Female"
"21332","1088669","Black","Female","Black Female"
"21333","1088703","Black","Female","Black Female"
"21334","1088755","Black","Female","Black Female"
"21335","1088769","Black","Female","Black Female"
"21336","1088775","Black","Female","Black Female"
"21337","1088781","Black","Female","Black Female"
"21338","1088799","Black","Female","Black Female"
"21339","1088800","Black","Female","Black Female"
"21340","1088802","Black","Female","Black Female"
"21341","1088859","Black","Female","Black Female"
"21342","1088935","Black","Female","Black Female"
"21343","1088982","Black","Female","Black Female"
"21344","1088988","Black","Female","Black Female"
"21345","1089006","Black","Female","Black Female"
"21346","1089031","Black","Female","Black Female"
"21347","1089062","Black","Female","Black Female"
"21348","1089065","Black","Female","Black Female"
"21349","1089105","Black","Female","Black Female"
"21350","1089106","Black","Female","Black Female"
"21351","1089150","Black","Female","Black Female"
"21352","1089197","Black","Female","Black Female"
"21353","1089238","Black","Female","Black Female"
"21354","1089314","Black","Female","Black Female"
"21355","1089326","Black","Female","Black Female"
"21356","1089341","Black","Female","Black Female"
"21357","1089379","Black","Female","Black Female"
"21358","1089404","Black","Female","Black Female"
"21359","1089454","Black","Female","Black Female"
"21360","1089473","Black","Female","Black Female"
"21361","1089532","Black","Female","Black Female"
"21362","1089564","Black","Female","Black Female"
"21363","1089574","Black","Female","Black Female"
"21364","1089619","Black","Female","Black Female"
"21365","1089699","Black","Female","Black Female"
"21366","1089756","Black","Female","Black Female"
"21367","1089953","Black","Female","Black Female"
"21368","1089998","Black","Female","Black Female"
"21369","1009082","Black","Female","Black Female"
"21370","1010725","Black","Female","Black Female"
"21371","1076426","Black","Female","Black Female"
"21372","1077557","Black","Female","Black Female"
"21373","1077952","Black","Female","Black Female"
"21374","1078897","Black","Female","Black Female"
"21375","1080117","Black","Female","Black Female"
"21376","1080469","Black","Female","Black Female"
"21377","1080926","Black","Female","Black Female"
"21378","1081109","Black","Female","Black Female"
"21379","1001140","Black","Female","Black Female"
"21380","1002967","Black","Female","Black Female"
"21381","1006995","Black","Female","Black Female"
"21382","1008579","Black","Female","Black Female"
"21383","1008832","Black","Female","Black Female"
"21384","1009244","Black","Female","Black Female"
"21385","1009858","Black","Female","Black Female"
"21386","1011373","Black","Female","Black Female"
"21387","1012709","Black","Female","Black Female"
"21388","1012814","Black","Female","Black Female"
"21389","1012984","Black","Female","Black Female"
"21390","1014178","Black","Female","Black Female"
"21391","1015020","Black","Female","Black Female"
"21392","1015087","Black","Female","Black Female"
"21393","1015320","Black","Female","Black Female"
"21394","1018390","Black","Female","Black Female"
"21395","1018796","Black","Female","Black Female"
"21396","1021741","Black","Female","Black Female"
"21397","1022969","Black","Female","Black Female"
"21398","1023128","Black","Female","Black Female"
"21399","1023227","Black","Female","Black Female"
"21400","1023800","Black","Female","Black Female"
"21401","1024213","Black","Female","Black Female"
"21402","1024445","Black","Female","Black Female"
"21403","1024495","Black","Female","Black Female"
"21404","1024836","Black","Female","Black Female"
"21405","1025293","Black","Female","Black Female"
"21406","1026368","Black","Female","Black Female"
"21407","1026607","Black","Female","Black Female"
"21408","1026798","Black","Female","Black Female"
"21409","1026825","Black","Female","Black Female"
"21410","1027376","Black","Female","Black Female"
"21411","1028773","Black","Female","Black Female"
"21412","1029251","Black","Female","Black Female"
"21413","1029340","Black","Female","Black Female"
"21414","1029551","Black","Female","Black Female"
"21415","1029552","Black","Female","Black Female"
"21416","1029587","Black","Female","Black Female"
"21417","1029873","Black","Female","Black Female"
"21418","1031928","Black","Female","Black Female"
"21419","1032282","Black","Female","Black Female"
"21420","1032341","Black","Female","Black Female"
"21421","1032364","Black","Female","Black Female"
"21422","1032395","Black","Female","Black Female"
"21423","1032558","Black","Female","Black Female"
"21424","1032567","Black","Female","Black Female"
"21425","1032581","Black","Female","Black Female"
"21426","1033134","Black","Female","Black Female"
"21427","1033918","Black","Female","Black Female"
"21428","1034968","Black","Female","Black Female"
"21429","1035819","Black","Female","Black Female"
"21430","1037087","Black","Female","Black Female"
"21431","1037140","Black","Female","Black Female"
"21432","1037271","Black","Female","Black Female"
"21433","1037390","Black","Female","Black Female"
"21434","1037816","Black","Female","Black Female"
"21435","1037966","Black","Female","Black Female"
"21436","1038087","Black","Female","Black Female"
"21437","1038462","Black","Female","Black Female"
"21438","1038524","Black","Female","Black Female"
"21439","1040022","Black","Female","Black Female"
"21440","1040527","Black","Female","Black Female"
"21441","1042190","Black","Female","Black Female"
"21442","1042477","Black","Female","Black Female"
"21443","1042616","Black","Female","Black Female"
"21444","1042769","Black","Female","Black Female"
"21445","1042845","Black","Female","Black Female"
"21446","1042977","Black","Female","Black Female"
"21447","1043598","Black","Female","Black Female"
"21448","1043761","Black","Female","Black Female"
"21449","1044380","Black","Female","Black Female"
"21450","1044784","Black","Female","Black Female"
"21451","1045014","Black","Female","Black Female"
"21452","1049135","Black","Female","Black Female"
"21453","1049414","Black","Female","Black Female"
"21454","1053463","Black","Female","Black Female"
"21455","1056971","Black","Female","Black Female"
"21456","1057946","Black","Female","Black Female"
"21457","1061015","Black","Female","Black Female"
"21458","1066325","Black","Female","Black Female"
"21459","1067521","Black","Female","Black Female"
"21460","1067816","Black","Female","Black Female"
"21461","1068065","Black","Female","Black Female"
"21462","1068092","Black","Female","Black Female"
"21463","1068299","Black","Female","Black Female"
"21464","1069353","Black","Female","Black Female"
"21465","1072289","Black","Female","Black Female"
"21466","1073558","Black","Female","Black Female"
"21467","1073953","Black","Female","Black Female"
"21468","1074141","Black","Female","Black Female"
"21469","1074348","Black","Female","Black Female"
"21470","1074829","Black","Female","Black Female"
"21471","1076156","Black","Female","Black Female"
"21472","1076783","Black","Female","Black Female"
"21473","1077779","Black","Female","Black Female"
"21474","1078914","Black","Female","Black Female"
"21475","1079157","Black","Female","Black Female"
"21476","1079555","Black","Female","Black Female"
"21477","1079576","Black","Female","Black Female"
"21478","1079837","Black","Female","Black Female"
"21479","1080080","Black","Female","Black Female"
"21480","1080191","Black","Female","Black Female"
"21481","1013091","White","Male","White Male"
"21482","1019913","White","Male","White Male"
"21483","1039165","White","Male","White Male"
"21484","1042511","White","Male","White Male"
"21485","1070432","White","Male","White Male"
"21486","1003798","White","Male","White Male"
"21487","1013267","White","Male","White Male"
"21488","1015090","White","Male","White Male"
"21489","1016314","White","Male","White Male"
"21490","1064851","White","Male","White Male"
"21491","1072863","White","Male","White Male"
"21492","1075713","White","Male","White Male"
"21493","1079150","White","Male","White Male"
"21494","1000007","White","Male","White Male"
"21495","1000069","White","Male","White Male"
"21496","1000073","White","Male","White Male"
"21497","1000097","White","Male","White Male"
"21498","1000123","White","Male","White Male"
"21499","1000130","White","Male","White Male"
"21500","1000146","White","Male","White Male"
"21501","1000150","White","Male","White Male"
"21502","1000168","White","Male","White Male"
"21503","1000183","White","Male","White Male"
"21504","1000196","White","Male","White Male"
"21505","1000197","White","Male","White Male"
"21506","1000209","White","Male","White Male"
"21507","1000212","White","Male","White Male"
"21508","1000227","White","Male","White Male"
"21509","1000280","White","Male","White Male"
"21510","1000295","White","Male","White Male"
"21511","1000302","White","Male","White Male"
"21512","1000303","White","Male","White Male"
"21513","1000312","White","Male","White Male"
"21514","1000313","White","Male","White Male"
"21515","1000319","White","Male","White Male"
"21516","1000320","White","Male","White Male"
"21517","1000351","White","Male","White Male"
"21518","1000364","White","Male","White Male"
"21519","1000377","White","Male","White Male"
"21520","1000395","White","Male","White Male"
"21521","1000422","White","Male","White Male"
"21522","1000432","White","Male","White Male"
"21523","1000442","White","Male","White Male"
"21524","1000493","White","Male","White Male"
"21525","1000511","White","Male","White Male"
"21526","1000528","White","Male","White Male"
"21527","1000563","White","Male","White Male"
"21528","1000569","White","Male","White Male"
"21529","1000578","White","Male","White Male"
"21530","1000579","White","Male","White Male"
"21531","1000590","White","Male","White Male"
"21532","1000600","White","Male","White Male"
"21533","1000613","White","Male","White Male"
"21534","1000619","White","Male","White Male"
"21535","1000627","White","Male","White Male"
"21536","1000656","White","Male","White Male"
"21537","1000732","White","Male","White Male"
"21538","1000754","White","Male","White Male"
"21539","1000767","White","Male","White Male"
"21540","1000791","White","Male","White Male"
"21541","1000792","White","Male","White Male"
"21542","1000847","White","Male","White Male"
"21543","1000921","White","Male","White Male"
"21544","1000928","White","Male","White Male"
"21545","1000932","White","Male","White Male"
"21546","1000936","White","Male","White Male"
"21547","1000974","White","Male","White Male"
"21548","1000990","White","Male","White Male"
"21549","1000994","White","Male","White Male"
"21550","1001002","White","Male","White Male"
"21551","1001003","White","Male","White Male"
"21552","1001016","White","Male","White Male"
"21553","1001038","White","Male","White Male"
"21554","1001050","White","Male","White Male"
"21555","1001056","White","Male","White Male"
"21556","1001057","White","Male","White Male"
"21557","1001085","White","Male","White Male"
"21558","1001128","White","Male","White Male"
"21559","1001141","White","Male","White Male"
"21560","1001161","White","Male","White Male"
"21561","1001185","White","Male","White Male"
"21562","1001206","White","Male","White Male"
"21563","1001215","White","Male","White Male"
"21564","1001228","White","Male","White Male"
"21565","1001237","White","Male","White Male"
"21566","1001275","White","Male","White Male"
"21567","1001284","White","Male","White Male"
"21568","1001300","White","Male","White Male"
"21569","1001313","White","Male","White Male"
"21570","1001316","White","Male","White Male"
"21571","1001339","White","Male","White Male"
"21572","1001349","White","Male","White Male"
"21573","1001351","White","Male","White Male"
"21574","1001372","White","Male","White Male"
"21575","1001401","White","Male","White Male"
"21576","1001410","White","Male","White Male"
"21577","1001419","White","Male","White Male"
"21578","1001423","White","Male","White Male"
"21579","1001427","White","Male","White Male"
"21580","1001432","White","Male","White Male"
"21581","1001438","White","Male","White Male"
"21582","1001454","White","Male","White Male"
"21583","1001474","White","Male","White Male"
"21584","1001525","White","Male","White Male"
"21585","1001553","White","Male","White Male"
"21586","1001555","White","Male","White Male"
"21587","1001579","White","Male","White Male"
"21588","1001581","White","Male","White Male"
"21589","1001584","White","Male","White Male"
"21590","1001603","White","Male","White Male"
"21591","1001660","White","Male","White Male"
"21592","1001687","White","Male","White Male"
"21593","1001691","White","Male","White Male"
"21594","1001711","White","Male","White Male"
"21595","1001715","White","Male","White Male"
"21596","1001723","White","Male","White Male"
"21597","1001731","White","Male","White Male"
"21598","1001738","White","Male","White Male"
"21599","1001750","White","Male","White Male"
"21600","1001755","White","Male","White Male"
"21601","1001756","White","Male","White Male"
"21602","1001763","White","Male","White Male"
"21603","1001776","White","Male","White Male"
"21604","1001779","White","Male","White Male"
"21605","1001790","White","Male","White Male"
"21606","1001797","White","Male","White Male"
"21607","1001823","White","Male","White Male"
"21608","1001824","White","Male","White Male"
"21609","1001826","White","Male","White Male"
"21610","1001834","White","Male","White Male"
"21611","1001889","White","Male","White Male"
"21612","1001913","White","Male","White Male"
"21613","1001930","White","Male","White Male"
"21614","1001963","White","Male","White Male"
"21615","1001982","White","Male","White Male"
"21616","1001995","White","Male","White Male"
"21617","1002011","White","Male","White Male"
"21618","1002033","White","Male","White Male"
"21619","1002041","White","Male","White Male"
"21620","1002042","White","Male","White Male"
"21621","1002069","White","Male","White Male"
"21622","1002076","White","Male","White Male"
"21623","1002085","White","Male","White Male"
"21624","1002096","White","Male","White Male"
"21625","1002099","White","Male","White Male"
"21626","1002102","White","Male","White Male"
"21627","1002109","White","Male","White Male"
"21628","1002113","White","Male","White Male"
"21629","1002150","White","Male","White Male"
"21630","1002195","White","Male","White Male"
"21631","1002223","White","Male","White Male"
"21632","1002256","White","Male","White Male"
"21633","1002268","White","Male","White Male"
"21634","1002277","White","Male","White Male"
"21635","1002309","White","Male","White Male"
"21636","1002319","White","Male","White Male"
"21637","1002332","White","Male","White Male"
"21638","1002336","White","Male","White Male"
"21639","1002337","White","Male","White Male"
"21640","1002342","White","Male","White Male"
"21641","1002353","White","Male","White Male"
"21642","1002356","White","Male","White Male"
"21643","1002375","White","Male","White Male"
"21644","1002378","White","Male","White Male"
"21645","1002379","White","Male","White Male"
"21646","1002389","White","Male","White Male"
"21647","1002405","White","Male","White Male"
"21648","1002469","White","Male","White Male"
"21649","1002470","White","Male","White Male"
"21650","1002478","White","Male","White Male"
"21651","1002494","White","Male","White Male"
"21652","1002510","White","Male","White Male"
"21653","1002528","White","Male","White Male"
"21654","1002536","White","Male","White Male"
"21655","1002539","White","Male","White Male"
"21656","1002561","White","Male","White Male"
"21657","1002585","White","Male","White Male"
"21658","1002587","White","Male","White Male"
"21659","1002603","White","Male","White Male"
"21660","1002604","White","Male","White Male"
"21661","1002613","White","Male","White Male"
"21662","1002619","White","Male","White Male"
"21663","1002643","White","Male","White Male"
"21664","1002658","White","Male","White Male"
"21665","1002676","White","Male","White Male"
"21666","1002690","White","Male","White Male"
"21667","1002695","White","Male","White Male"
"21668","1002744","White","Male","White Male"
"21669","1002813","White","Male","White Male"
"21670","1002817","White","Male","White Male"
"21671","1002828","White","Male","White Male"
"21672","1002833","White","Male","White Male"
"21673","1002835","White","Male","White Male"
"21674","1002864","White","Male","White Male"
"21675","1002909","White","Male","White Male"
"21676","1002910","White","Male","White Male"
"21677","1002934","White","Male","White Male"
"21678","1002945","White","Male","White Male"
"21679","1002950","White","Male","White Male"
"21680","1002959","White","Male","White Male"
"21681","1002968","White","Male","White Male"
"21682","1002988","White","Male","White Male"
"21683","1002996","White","Male","White Male"
"21684","1003002","White","Male","White Male"
"21685","1003011","White","Male","White Male"
"21686","1003019","White","Male","White Male"
"21687","1003037","White","Male","White Male"
"21688","1003069","White","Male","White Male"
"21689","1003072","White","Male","White Male"
"21690","1003081","White","Male","White Male"
"21691","1003083","White","Male","White Male"
"21692","1003087","White","Male","White Male"
"21693","1003102","White","Male","White Male"
"21694","1003108","White","Male","White Male"
"21695","1003128","White","Male","White Male"
"21696","1003139","White","Male","White Male"
"21697","1003153","White","Male","White Male"
"21698","1003176","White","Male","White Male"
"21699","1003203","White","Male","White Male"
"21700","1003258","White","Male","White Male"
"21701","1003264","White","Male","White Male"
"21702","1003269","White","Male","White Male"
"21703","1003278","White","Male","White Male"
"21704","1003280","White","Male","White Male"
"21705","1003294","White","Male","White Male"
"21706","1003309","White","Male","White Male"
"21707","1003321","White","Male","White Male"
"21708","1003326","White","Male","White Male"
"21709","1003329","White","Male","White Male"
"21710","1003338","White","Male","White Male"
"21711","1003347","White","Male","White Male"
"21712","1003356","White","Male","White Male"
"21713","1003365","White","Male","White Male"
"21714","1003369","White","Male","White Male"
"21715","1003373","White","Male","White Male"
"21716","1003419","White","Male","White Male"
"21717","1003426","White","Male","White Male"
"21718","1003455","White","Male","White Male"
"21719","1003483","White","Male","White Male"
"21720","1003496","White","Male","White Male"
"21721","1003532","White","Male","White Male"
"21722","1003539","White","Male","White Male"
"21723","1003548","White","Male","White Male"
"21724","1003551","White","Male","White Male"
"21725","1003557","White","Male","White Male"
"21726","1003566","White","Male","White Male"
"21727","1003633","White","Male","White Male"
"21728","1003689","White","Male","White Male"
"21729","1003714","White","Male","White Male"
"21730","1003756","White","Male","White Male"
"21731","1003794","White","Male","White Male"
"21732","1003802","White","Male","White Male"
"21733","1003808","White","Male","White Male"
"21734","1003812","White","Male","White Male"
"21735","1003829","White","Male","White Male"
"21736","1003833","White","Male","White Male"
"21737","1003835","White","Male","White Male"
"21738","1003849","White","Male","White Male"
"21739","1003860","White","Male","White Male"
"21740","1003868","White","Male","White Male"
"21741","1003872","White","Male","White Male"
"21742","1003925","White","Male","White Male"
"21743","1003936","White","Male","White Male"
"21744","1003946","White","Male","White Male"
"21745","1003977","White","Male","White Male"
"21746","1004011","White","Male","White Male"
"21747","1004014","White","Male","White Male"
"21748","1004037","White","Male","White Male"
"21749","1004042","White","Male","White Male"
"21750","1004050","White","Male","White Male"
"21751","1004096","White","Male","White Male"
"21752","1004143","White","Male","White Male"
"21753","1004159","White","Male","White Male"
"21754","1004167","White","Male","White Male"
"21755","1004174","White","Male","White Male"
"21756","1004194","White","Male","White Male"
"21757","1004198","White","Male","White Male"
"21758","1004214","White","Male","White Male"
"21759","1004217","White","Male","White Male"
"21760","1004240","White","Male","White Male"
"21761","1004248","White","Male","White Male"
"21762","1004276","White","Male","White Male"
"21763","1004290","White","Male","White Male"
"21764","1004294","White","Male","White Male"
"21765","1004297","White","Male","White Male"
"21766","1004303","White","Male","White Male"
"21767","1004307","White","Male","White Male"
"21768","1004314","White","Male","White Male"
"21769","1004335","White","Male","White Male"
"21770","1004348","White","Male","White Male"
"21771","1004361","White","Male","White Male"
"21772","1004362","White","Male","White Male"
"21773","1004380","White","Male","White Male"
"21774","1004409","White","Male","White Male"
"21775","1004413","White","Male","White Male"
"21776","1004416","White","Male","White Male"
"21777","1004427","White","Male","White Male"
"21778","1004439","White","Male","White Male"
"21779","1004444","White","Male","White Male"
"21780","1004455","White","Male","White Male"
"21781","1004511","White","Male","White Male"
"21782","1004521","White","Male","White Male"
"21783","1004532","White","Male","White Male"
"21784","1004564","White","Male","White Male"
"21785","1004577","White","Male","White Male"
"21786","1004627","White","Male","White Male"
"21787","1004639","White","Male","White Male"
"21788","1004663","White","Male","White Male"
"21789","1004685","White","Male","White Male"
"21790","1004693","White","Male","White Male"
"21791","1004706","White","Male","White Male"
"21792","1004730","White","Male","White Male"
"21793","1004732","White","Male","White Male"
"21794","1004733","White","Male","White Male"
"21795","1004782","White","Male","White Male"
"21796","1004797","White","Male","White Male"
"21797","1004799","White","Male","White Male"
"21798","1004803","White","Male","White Male"
"21799","1004825","White","Male","White Male"
"21800","1004878","White","Male","White Male"
"21801","1004882","White","Male","White Male"
"21802","1004883","White","Male","White Male"
"21803","1004888","White","Male","White Male"
"21804","1004902","White","Male","White Male"
"21805","1004918","White","Male","White Male"
"21806","1004925","White","Male","White Male"
"21807","1004932","White","Male","White Male"
"21808","1004944","White","Male","White Male"
"21809","1004946","White","Male","White Male"
"21810","1004950","White","Male","White Male"
"21811","1004951","White","Male","White Male"
"21812","1004969","White","Male","White Male"
"21813","1004971","White","Male","White Male"
"21814","1004976","White","Male","White Male"
"21815","1005007","White","Male","White Male"
"21816","1005010","White","Male","White Male"
"21817","1005019","White","Male","White Male"
"21818","1005060","White","Male","White Male"
"21819","1005069","White","Male","White Male"
"21820","1005093","White","Male","White Male"
"21821","1005099","White","Male","White Male"
"21822","1005111","White","Male","White Male"
"21823","1005126","White","Male","White Male"
"21824","1005130","White","Male","White Male"
"21825","1005159","White","Male","White Male"
"21826","1005164","White","Male","White Male"
"21827","1005170","White","Male","White Male"
"21828","1005171","White","Male","White Male"
"21829","1005177","White","Male","White Male"
"21830","1005195","White","Male","White Male"
"21831","1005197","White","Male","White Male"
"21832","1005199","White","Male","White Male"
"21833","1005215","White","Male","White Male"
"21834","1005230","White","Male","White Male"
"21835","1005248","White","Male","White Male"
"21836","1005278","White","Male","White Male"
"21837","1005286","White","Male","White Male"
"21838","1005307","White","Male","White Male"
"21839","1005315","White","Male","White Male"
"21840","1005328","White","Male","White Male"
"21841","1005360","White","Male","White Male"
"21842","1005378","White","Male","White Male"
"21843","1005395","White","Male","White Male"
"21844","1005396","White","Male","White Male"
"21845","1005415","White","Male","White Male"
"21846","1005434","White","Male","White Male"
"21847","1005454","White","Male","White Male"
"21848","1005455","White","Male","White Male"
"21849","1005473","White","Male","White Male"
"21850","1005478","White","Male","White Male"
"21851","1005479","White","Male","White Male"
"21852","1005527","White","Male","White Male"
"21853","1005568","White","Male","White Male"
"21854","1005588","White","Male","White Male"
"21855","1005623","White","Male","White Male"
"21856","1005644","White","Male","White Male"
"21857","1005645","White","Male","White Male"
"21858","1005646","White","Male","White Male"
"21859","1005653","White","Male","White Male"
"21860","1005673","White","Male","White Male"
"21861","1005697","White","Male","White Male"
"21862","1005703","White","Male","White Male"
"21863","1005709","White","Male","White Male"
"21864","1005726","White","Male","White Male"
"21865","1005728","White","Male","White Male"
"21866","1005796","White","Male","White Male"
"21867","1005812","White","Male","White Male"
"21868","1005827","White","Male","White Male"
"21869","1005828","White","Male","White Male"
"21870","1005846","White","Male","White Male"
"21871","1005865","White","Male","White Male"
"21872","1005882","White","Male","White Male"
"21873","1005893","White","Male","White Male"
"21874","1005916","White","Male","White Male"
"21875","1005937","White","Male","White Male"
"21876","1005954","White","Male","White Male"
"21877","1005971","White","Male","White Male"
"21878","1006002","White","Male","White Male"
"21879","1006018","White","Male","White Male"
"21880","1006034","White","Male","White Male"
"21881","1006046","White","Male","White Male"
"21882","1006055","White","Male","White Male"
"21883","1006057","White","Male","White Male"
"21884","1006064","White","Male","White Male"
"21885","1006079","White","Male","White Male"
"21886","1006085","White","Male","White Male"
"21887","1006093","White","Male","White Male"
"21888","1006135","White","Male","White Male"
"21889","1006136","White","Male","White Male"
"21890","1006145","White","Male","White Male"
"21891","1006174","White","Male","White Male"
"21892","1006183","White","Male","White Male"
"21893","1006226","White","Male","White Male"
"21894","1006231","White","Male","White Male"
"21895","1006235","White","Male","White Male"
"21896","1006240","White","Male","White Male"
"21897","1006291","White","Male","White Male"
"21898","1006302","White","Male","White Male"
"21899","1006304","White","Male","White Male"
"21900","1006306","White","Male","White Male"
"21901","1006311","White","Male","White Male"
"21902","1006325","White","Male","White Male"
"21903","1006341","White","Male","White Male"
"21904","1006356","White","Male","White Male"
"21905","1006357","White","Male","White Male"
"21906","1006379","White","Male","White Male"
"21907","1006383","White","Male","White Male"
"21908","1006414","White","Male","White Male"
"21909","1006426","White","Male","White Male"
"21910","1006437","White","Male","White Male"
"21911","1006467","White","Male","White Male"
"21912","1006485","White","Male","White Male"
"21913","1006493","White","Male","White Male"
"21914","1006503","White","Male","White Male"
"21915","1006530","White","Male","White Male"
"21916","1006542","White","Male","White Male"
"21917","1006548","White","Male","White Male"
"21918","1006557","White","Male","White Male"
"21919","1006579","White","Male","White Male"
"21920","1006615","White","Male","White Male"
"21921","1006648","White","Male","White Male"
"21922","1006697","White","Male","White Male"
"21923","1006715","White","Male","White Male"
"21924","1006733","White","Male","White Male"
"21925","1006781","White","Male","White Male"
"21926","1006795","White","Male","White Male"
"21927","1006828","White","Male","White Male"
"21928","1006830","White","Male","White Male"
"21929","1006873","White","Male","White Male"
"21930","1006877","White","Male","White Male"
"21931","1006950","White","Male","White Male"
"21932","1006956","White","Male","White Male"
"21933","1006970","White","Male","White Male"
"21934","1006973","White","Male","White Male"
"21935","1006987","White","Male","White Male"
"21936","1006990","White","Male","White Male"
"21937","1007050","White","Male","White Male"
"21938","1007099","White","Male","White Male"
"21939","1007101","White","Male","White Male"
"21940","1007131","White","Male","White Male"
"21941","1007132","White","Male","White Male"
"21942","1007153","White","Male","White Male"
"21943","1007167","White","Male","White Male"
"21944","1007211","White","Male","White Male"
"21945","1007227","White","Male","White Male"
"21946","1007252","White","Male","White Male"
"21947","1007267","White","Male","White Male"
"21948","1007272","White","Male","White Male"
"21949","1007284","White","Male","White Male"
"21950","1007345","White","Male","White Male"
"21951","1007355","White","Male","White Male"
"21952","1007374","White","Male","White Male"
"21953","1007388","White","Male","White Male"
"21954","1007394","White","Male","White Male"
"21955","1007435","White","Male","White Male"
"21956","1007438","White","Male","White Male"
"21957","1007446","White","Male","White Male"
"21958","1007452","White","Male","White Male"
"21959","1007507","White","Male","White Male"
"21960","1007530","White","Male","White Male"
"21961","1007536","White","Male","White Male"
"21962","1007543","White","Male","White Male"
"21963","1007553","White","Male","White Male"
"21964","1007567","White","Male","White Male"
"21965","1007614","White","Male","White Male"
"21966","1007632","White","Male","White Male"
"21967","1007656","White","Male","White Male"
"21968","1007669","White","Male","White Male"
"21969","1007687","White","Male","White Male"
"21970","1007698","White","Male","White Male"
"21971","1007701","White","Male","White Male"
"21972","1007705","White","Male","White Male"
"21973","1007706","White","Male","White Male"
"21974","1007719","White","Male","White Male"
"21975","1007725","White","Male","White Male"
"21976","1007752","White","Male","White Male"
"21977","1007772","White","Male","White Male"
"21978","1007784","White","Male","White Male"
"21979","1007791","White","Male","White Male"
"21980","1007797","White","Male","White Male"
"21981","1007820","White","Male","White Male"
"21982","1007821","White","Male","White Male"
"21983","1007839","White","Male","White Male"
"21984","1007887","White","Male","White Male"
"21985","1007933","White","Male","White Male"
"21986","1007945","White","Male","White Male"
"21987","1007947","White","Male","White Male"
"21988","1007954","White","Male","White Male"
"21989","1007958","White","Male","White Male"
"21990","1007960","White","Male","White Male"
"21991","1007981","White","Male","White Male"
"21992","1007987","White","Male","White Male"
"21993","1008024","White","Male","White Male"
"21994","1008025","White","Male","White Male"
"21995","1008026","White","Male","White Male"
"21996","1008043","White","Male","White Male"
"21997","1008047","White","Male","White Male"
"21998","1008063","White","Male","White Male"
"21999","1008077","White","Male","White Male"
"22000","1008088","White","Male","White Male"
