"","Community_ID","Count","current_age","percentBlack","percentWhite","percentMale","percentFemale","WithinCommunityComplaints","Index_Value","DetectedCrew","totalSettlements","NumberOfDocs","NumberOfDocRequests","ToRead_ordered"
"431",104,5,61.4,0,80,80,20,13,0.367746162986802,"No",1,0,0,NA
"432",613,8,61.4285714285714,12.5,75,87.5,0,20,0.367417925946881,"No",2,1,3,"1058451, 1061023"
"433",1180,15,60.4,26.6666666666667,60,93.3333333333333,6.66666666666667,44,0.366867102753881,"No",0,3,5,"1053544"
"434",513,4,49.75,25,50,100,0,17,0.366609092683627,"No",0,3,2,"1051535, 1052937"
"435",435,9,47.1111111111111,0,55.5555555555556,66.6666666666667,33.3333333333333,32,0.366579800267791,"No",2,5,0,"1050095, 1055967, 1058289"
"436",265,10,45.3,0,70,100,0,33,0.366409786715122,"No",3,4,0,"1056518, 1056059, 1059905, 1060664"
"437",864,5,41.25,0,60,80,0,19,0.366259376804337,"No",4,18,1,"1053098, 1050771, 1050630, 1053073, 1051069, 1055602, 1056914, 1062323, 1056260"
"438",637,9,58.3333333333333,100,0,88.8888888888889,11.1111111111111,25,0.365894923489492,"No",0,1,3,NA
"439",658,11,58.3636363636364,0,36.3636363636364,100,0,27,0.365494068807441,"No",0,2,1,"1056746, 1058063"
"440",1601,5,42.3333333333333,0,40,60,0,18,0.365374796660874,"No",4,0,0,NA
"441",1202,5,60,40,60,80,20,20,0.36487851831062,"No",0,0,0,"1060912"
"442",1872,3,51.6666666666667,0,66.6666666666667,100,0,11,0.364766705624406,"No",0,0,1,NA
"443",1091,8,52.875,0,62.5,87.5,12.5,17,0.364683805462597,"No",0,10,0,"1051754, 1060809, 1053896"
"444",2027,10,63.6,10,90,80,20,32,0.364507239697344,"No",0,0,1,NA
"445",543,9,41.8571428571429,22.2222222222222,33.3333333333333,77.7777777777778,0,22,0.36387845819373,"No",16,124,2,"1051030, 1049892, 1049619, 1052748"
"446",1724,9,59.8888888888889,44.4444444444444,55.5555555555556,100,0,30,0.363859396452147,"No",1,1,2,"1051177"
"447",36,10,64.1,20,80,90,10,24,0.363709922508079,"No",0,0,3,NA
"448",1491,5,51.8,20,40,100,0,16,0.363621429216721,"No",2,0,0,NA
"449",135,11,44.5454545454545,18.1818181818182,63.6363636363636,90.9090909090909,9.09090909090909,29,0.363317242650909,"No",2,3,1,"1051465"
"450",822,11,35.875,0,72.7272727272727,45.4545454545455,27.2727272727273,27,0.363098036795573,"No",2,14,1,"1059274, 1053372, 1056500, 1053628, 1074262, 1055904, 1066209"
"451",1266,18,59.5555555555556,11.1111111111111,50,94.4444444444444,5.55555555555556,42,0.362814205027528,"No",1,8,0,"1049848, 1053922"
"452",1624,14,61,0,85.7142857142857,100,0,40,0.362423054125631,"No",10,0,2,"1058804"
"453",903,8,48.875,0,100,87.5,12.5,23,0.362405630878139,"No",3,3,0,"1052258"
"454",1289,4,49.5,0,50,100,0,13,0.362391740526934,"No",1,0,0,NA
"455",212,7,44.75,57.1428571428571,0,57.1428571428571,0,22,0.362082394688463,"No",7,19,2,"1052037, 1049402, 1056234, 1058598, 1050235, 1055478, 1057423, 1052313, 1052321, 1058853"
"456",369,12,59.1666666666667,8.33333333333333,75,75,25,19,0.362072973880336,"No",0,3,4,"1057379, 1061482"
"457",987,20,53.55,0,80,85,15,50,0.361813029487681,"No",6,2,6,"1054262, 1054199"
"458",370,15,61.1333333333333,0,93.3333333333333,100,0,37,0.361480245604557,"No",0,2,2,NA
"459",484,6,57.1666666666667,83.3333333333333,16.6666666666667,83.3333333333333,16.6666666666667,23,0.361427336482628,"No",0,2,4,"1060727"
"460",85,6,48.4,0,50,83.3333333333333,0,10,0.361170027306133,"No",1,2,0,"1058221"
"461",44,5,49.2,0,100,100,0,12,0.361155869368931,"No",1,1,2,"1051449, 1057223"
"462",776,5,39.6,0,40,100,0,23,0.361005346745766,"No",6,4,2,"1056371, 1064295"
"463",807,7,42.4285714285714,28.5714285714286,14.2857142857143,71.4285714285714,28.5714285714286,22,0.360823938048293,"No",6,9,0,"1058419, 1056044, 1056336, 1059055, 1075468, 1053253, 1059331"
"464",99,4,57.5,0,75,100,0,12,0.360755147223741,"No",1,0,2,NA
"465",134,14,45.9285714285714,0,92.8571428571429,92.8571428571429,7.14285714285714,37,0.36061437537962,"No",1,9,2,"1052872, 1055239, 1073220, 1056228, 1060160"
"466",971,5,62.25,80,0,40,40,17,0.360563573631269,"No",1,0,1,NA
"467",1886,5,57.6,100,0,80,20,14,0.360451791948902,"No",2,0,1,NA
"468",1,9,59.625,0,88.8888888888889,77.7777777777778,11.1111111111111,24,0.359921663781943,"No",2,2,2,"1054259"
"469",490,10,41.7777777777778,0,60,90,0,33,0.359916513709757,"No",7,18,5,"1052088, 1073613, 1075093, 1058137"
"470",1153,8,52.625,25,75,87.5,12.5,26,0.359831870476882,"No",1,2,3,"1053369"
"471",1934,4,40.75,0,25,75,25,9,0.359181068136249,"No",0,2,0,"1073342"
"472",404,5,48.6666666666667,0,60,20,40,16,0.358718626956327,"No",9,89,0,"1057133, 1049765, 1054554"
"473",682,10,60.6666666666667,0,90,60,30,31,0.358212586981479,"No",0,2,0,"1056106"
"474",66,14,55.1666666666667,0,85.7142857142857,85.7142857142857,0,37,0.3580690771796,"No",1,2,0,"1050739, 1052982"
"475",171,13,43.1666666666667,23.0769230769231,30.7692307692308,84.6153846153846,7.69230769230769,39,0.357343786590973,"No",4,11,2,"1052683, 1056288, 1058357"
"476",1391,9,66.6666666666667,0,100,100,0,25,0.357128737791438,"No",0,0,3,NA
"477",947,5,38.6,0,80,100,0,20,0.356693789278616,"No",6,5,0,"1052418, 1052999, 1055892"
"478",7,18,64.5882352941177,66.6666666666667,27.7777777777778,94.4444444444444,0,49,0.356004148701895,"No",2,36,1,"1059996"
"479",149,10,57,10,80,90,10,25,0.355806420034629,"No",2,14,5,"1056650, 1059214"
"480",1769,3,64.3333333333333,33.3333333333333,66.6666666666667,66.6666666666667,33.3333333333333,7,0.355459484834061,"No",0,0,2,NA
"481",1367,4,68.5,100,0,75,25,12,0.355068107139652,"No",0,3,0,"1054798"
"482",648,3,41.6666666666667,0,100,66.6666666666667,33.3333333333333,7,0.354516675639986,"No",0,2,0,"1058878, 1058881, 1057232"
"483",735,9,38.1111111111111,0,55.5555555555556,88.8888888888889,11.1111111111111,20,0.354405594765477,"No",4,5,0,"1053047, 1062074, 1062229, 1061962"
"484",1227,10,53,100,0,100,0,38,0.354391869488087,"No",0,10,0,"1048966, 1053288, 1056567, 1051498, 1061721"
"485",850,9,55,0,88.8888888888889,100,0,28,0.354287922622634,"No",0,3,1,"1050573, 1058781"
"486",615,7,56.2857142857143,28.5714285714286,71.4285714285714,100,0,20,0.354277381338051,"No",2,0,1,NA
"487",1402,6,66.8333333333333,0,100,66.6666666666667,33.3333333333333,16,0.353335467860894,"No",0,0,0,NA
"488",922,3,44.6666666666667,0,100,100,0,8,0.352763171287428,"No",1,0,0,NA
"489",860,5,58.2,0,100,100,0,13,0.352728007393019,"No",2,0,1,NA
"490",1144,10,49.7,0,90,70,30,28,0.352673337809317,"No",2,1,5,"1062161"
"491",1474,3,50.6666666666667,0,66.6666666666667,100,0,5,0.352523833602496,"No",0,0,0,"1058941"
"492",183,10,45.6,90,10,70,30,25,0.352476861350105,"No",0,11,2,"1051542, 1055991, 1059014, 1060319, 1058843"
"493",240,4,46.6666666666667,25,25,75,0,18,0.352469054509001,"No",1,3,0,NA
"494",821,7,41.1428571428571,0,85.7142857142857,100,0,18,0.351959393333213,"No",0,3,0,"1050454"
"495",353,8,42.4,0,62.5,25,37.5,28,0.351947011761133,"No",3,167,0,"1050209, 1049193, 1053666, 1075300"
"496",271,14,64.7142857142857,0,100,92.8571428571429,7.14285714285714,26,0.351689679796088,"No",2,0,0,NA
"497",286,9,43.7777777777778,0,66.6666666666667,100,0,20,0.351415297332461,"No",1,22,0,"1074167, 1057933"
"498",55,13,55.9230769230769,15.3846153846154,76.9230769230769,69.2307692307692,30.7692307692308,43,0.351349197505033,"No",1,3,1,"1049064"
"499",587,8,60.625,62.5,37.5,75,25,22,0.351227638472093,"No",0,10,4,"1052063, 1073387, 1073654, 1056945, 1074944, 1049702"
"500",223,17,42.1176470588235,35.2941176470588,29.4117647058824,76.4705882352941,23.5294117647059,40,0.349802426371152,"No",0,19,0,"1054236, 1073500, 1055774, 1057421, 1052559"
"501",150,11,42.5454545454545,0,81.8181818181818,100,0,27,0.349536630177299,"No",9,21,0,"1051807, 1050167"
"502",1128,12,45.0909090909091,0,58.3333333333333,66.6666666666667,25,32,0.349332891432413,"No",4,15,1,"1051819, 1057601, 1049529, 1060655, 1061513"
"503",1477,4,67.25,25,75,100,0,14,0.349257110710704,"No",0,0,0,NA
"504",227,6,55.1666666666667,0,100,66.6666666666667,33.3333333333333,22,0.349156718370545,"No",2,2,0,"1055574, 1059181"
"505",1150,5,53,40,40,80,0,19,0.348935992978756,"No",0,0,0,NA
"506",1645,5,66.8,80,20,100,0,9,0.348702364813772,"No",0,0,0,NA
"507",14,10,37,20,80,100,0,30,0.348428874620188,"No",8,45,1,"1057196, 1052924, 1053139, 1056446"
"508",125,8,36.7142857142857,0,75,87.5,0,23,0.348425779195176,"No",2,9,3,"1050592, 1052730, 1052161"
"509",1548,12,69.75,0,91.6666666666667,100,0,16,0.348062947266121,"No",1,0,1,"1056136"
"510",865,6,47.3333333333333,0,50,100,0,16,0.347436535475091,"No",1,0,1,"1060241"
"511",1878,9,67.8888888888889,0,100,100,0,20,0.347174702168553,"No",0,0,0,NA
"512",299,7,41.5,0,42.8571428571429,57.1428571428571,28.5714285714286,24,0.346911511188727,"No",5,65,12,"1051879, 1060014, 1056443, 1049587, 1051038, 1052207, 1054045, 1056669, 1049096, 1074201"
"513",1482,9,40.4,0,55.5555555555556,55.5555555555556,0,11,0.346032428098485,"No",1,3,2,"1054960"
"514",946,11,48.9090909090909,100,0,63.6363636363636,36.3636363636364,30,0.345855392814858,"No",2,6,0,"1054696, 1055564, 1059728, 1050952"
"515",476,7,53.4285714285714,0,85.7142857142857,85.7142857142857,14.2857142857143,20,0.345400577429224,"No",0,0,0,NA
"516",634,7,51.2857142857143,57.1428571428571,42.8571428571429,85.7142857142857,14.2857142857143,22,0.345239452425963,"No",0,0,0,NA
"517",529,12,59.25,0,50,91.6666666666667,8.33333333333333,34,0.344058523985808,"No",0,3,1,"1073396, 1058862"
"518",486,10,49.6,30,50,100,0,36,0.343945441657801,"No",5,21,1,"1050970, 1053697, 1050352, 1051546, 1052581, 1052933, 1054705, 1057721"
"519",53,5,52.25,0,80,60,20,16,0.343911295421988,"No",0,0,1,NA
"520",882,5,35.8,0,20,80,20,9,0.343661478322785,"No",3,2,0,"1050685, 1058809, 1059430"
"521",1073,11,59.5454545454545,54.5454545454545,45.4545454545455,90.9090909090909,9.09090909090909,22,0.342936515206386,"No",1,1,2,NA
"522",475,8,54.875,100,0,100,0,25,0.342881922313735,"No",0,6,3,"1073769, 1061247"
"523",2132,4,67.25,100,0,100,0,11,0.342759558793633,"No",0,0,0,NA
"524",1383,8,50,0,62.5,37.5,50,20,0.34272058654275,"No",9,5,1,NA
"525",798,4,52.5,0,100,100,0,14,0.342670004785523,"No",2,9,13,NA
"526",6,12,38.8333333333333,25,75,58.3333333333333,41.6666666666667,30,0.342458793918804,"No",8,9,0,"1059197, 1073909, 1050562, 1053559"
"527",371,7,45.5,0,28.5714285714286,57.1428571428571,28.5714285714286,19,0.342204398754067,"No",2,8,3,NA
"528",214,10,50.4285714285714,70,0,60,10,32,0.341889170137547,"No",7,5,1,"1053502, 1055107, 1053248"
"529",1246,4,36.75,0,75,100,0,12,0.341820385896262,"No",0,2,0,"1052516, 1056143"
"530",1020,9,42,0,22.2222222222222,100,0,22,0.34164393954178,"No",5,5,2,"1059449"
"531",57,6,43.8333333333333,0,33.3333333333333,100,0,20,0.340700033391304,"No",0,3,0,"1053624, 1057529"
"532",49,9,39.5555555555556,0,77.7777777777778,77.7777777777778,22.2222222222222,29,0.340136019727307,"No",2,20,1,"1052066, 1054325, 1059307, 1060935, 1050522, 1074964, 1055346, 1053005, 1058213"
"533",537,15,38.8,6.66666666666667,46.6666666666667,73.3333333333333,26.6666666666667,36,0.339443289933962,"No",5,20,1,"1052032, 1049597, 1049872, 1054909, 1062517, 1058406, 1060668"
"534",303,7,55.2857142857143,0,85.7142857142857,42.8571428571429,57.1428571428571,24,0.339410428969697,"No",0,0,0,NA
"535",1755,10,66.8,0,80,90,10,22,0.339141552492553,"No",1,0,36,NA
"536",153,10,51.6,100,0,80,20,27,0.339040943454303,"No",2,2,3,"1060910, 1052821"
"537",501,5,48.6,0,60,100,0,12,0.338395921541169,"No",1,0,2,"1060071, 1062058"
"538",1416,11,54.8181818181818,0,90.9090909090909,72.7272727272727,27.2727272727273,34,0.338284209972593,"No",1,3,0,"1055653"
"539",1631,3,39.3333333333333,0,66.6666666666667,100,0,11,0.337916362854959,"No",7,0,0,NA
"540",392,6,45.3333333333333,0,100,100,0,18,0.337844015395533,"No",3,49,1,"1075401, 1049434"
"541",1906,3,32.3333333333333,0,66.6666666666667,100,0,6,0.337779657972108,"No",3,2,0,"1073526"
"542",1515,6,51.1666666666667,0,83.3333333333333,66.6666666666667,33.3333333333333,18,0.337775082344291,"No",2,0,0,NA
"543",1297,9,56.2857142857143,0,33.3333333333333,77.7777777777778,0,24,0.337714877728737,"No",6,1,3,"1057769"
"544",1777,3,70.3333333333333,0,100,100,0,6,0.337056837589984,"No",0,0,0,NA
"545",398,3,47,66.6666666666667,0,66.6666666666667,0,16,0.336680357545568,"No",4,12,0,"1055500, 1049265, 1048979, 1055786, 1060256, 1058157, 1052561"
"546",1096,11,55.5454545454545,9.09090909090909,72.7272727272727,81.8181818181818,18.1818181818182,32,0.336606103993518,"No",2,1,1,"1050694"
"547",1003,4,36,0,75,100,0,14,0.336383855731257,"No",3,17,0,"1051166, 1061204"
"548",733,3,39.3333333333333,0,66.6666666666667,100,0,6,0.336208309315317,"No",1,11,2,"1052700, 1053557, 1050189"
"549",910,8,48.875,0,62.5,87.5,12.5,29,0.336153393588104,"No",1,3,1,"1050783"
"550",888,8,39.25,0,100,100,0,20,0.33564555975352,"No",4,16,0,"1056533, 1073207, 1056726, 1061259, 1062438"
"551",655,13,65,46.1538461538462,46.1538461538462,92.3076923076923,0,33,0.335608215364367,"No",2,0,1,NA
"552",431,5,35,0,60,80,20,12,0.335608208394424,"No",5,31,0,"1049368, 1054520, 1055078, 1050321, 1062008"
"553",9,3,58,66.6666666666667,0,33.3333333333333,66.6666666666667,6,0.335454061960057,"No",0,6,0,"1074528, 1050328, 1055286"
"554",1621,3,51.3333333333333,0,100,100,0,6,0.335422634986921,"No",0,0,0,NA
"555",777,8,52,50,25,50,50,28,0.335346476814939,"No",1,0,0,NA
"556",728,9,35,0,22.2222222222222,55.5555555555556,0,30,0.33529495437971,"No",8,18,2,"1075400, 1050183, 1059676, 1055440"
"557",1527,3,64.6666666666667,0,100,100,0,6,0.335265500121242,"No",0,0,0,NA
"558",123,8,49.25,0,50,87.5,12.5,34,0.335047993513858,"No",0,2,4,"1055047, 1052820, 1053336"
"559",1152,15,48.4666666666667,0,86.6666666666667,66.6666666666667,33.3333333333333,42,0.335038402182974,"No",1,4,1,"1055017, 1056424"
"560",1446,9,46.2222222222222,55.5555555555556,33.3333333333333,100,0,20,0.334856039544034,"No",6,9,1,"1050468, 1049393"
"561",1563,6,57.6666666666667,0,83.3333333333333,83.3333333333333,16.6666666666667,11,0.334773853274965,"No",3,0,9,NA
"562",524,8,53,0,62.5,87.5,0,17,0.333906968839652,"No",1,3,0,"1052201"
"563",505,5,45.4,100,0,80,20,22,0.333540075185485,"No",1,23,4,"1049480, 1057257, 1058184, 1074242, 1074306, 1058006, 1050514, 1059050, 1060135, 1062090, 1055746"
"564",592,8,44.625,0,100,100,0,23,0.333301073465206,"No",4,2,9,"1050345"
"565",1607,3,37,0,100,66.6666666666667,33.3333333333333,10,0.33321972059944,"No",1,2,1,"1064034, 1059061"
"566",766,7,64.5714285714286,0,85.7142857142857,100,0,16,0.333196554115728,"No",0,3,1,"1049535"
"567",872,19,54.5263157894737,0,57.8947368421053,89.4736842105263,10.5263157894737,38,0.332728319324524,"No",7,4,0,"1057795, 1061695"
"568",1595,5,49.8,0,100,100,0,11,0.332591116300091,"No",0,0,0,NA
"569",166,13,40.8461538461538,30.7692307692308,23.0769230769231,92.3076923076923,7.69230769230769,32,0.332434886013453,"No",7,17,1,"1050030, 1058232, 1049905, 1050568, 1073595, 1051608, 1054894, 1057403, 1050195"
"570",951,6,68.5,0,100,100,0,14,0.332318311208558,"No",0,0,0,NA
"571",470,10,46.4285714285714,20,30,60,10,16,0.33216319348295,"No",4,24,0,"1049392"
"572",1257,8,43,37.5,25,100,0,25,0.332106090647955,"No",2,7,2,"1054499, 1053323, 1052659, 1060432"
"573",1262,14,53.6428571428571,0,78.5714285714286,92.8571428571429,7.14285714285714,37,0.332087181923523,"No",4,6,1,"1075667, 1055357, 1056678, 1057985, 1060799, 1062042, 1055499"
"574",758,7,59.2,0,42.8571428571429,71.4285714285714,0,20,0.332082011956426,"No",4,3,0,"1061507, 1052970"
"575",979,7,44,57.1428571428571,14.2857142857143,85.7142857142857,14.2857142857143,16,0.332017898947177,"No",2,1,1,"1058770, 1058929, 1053824"
"576",960,7,41,14.2857142857143,42.8571428571429,57.1428571428571,0,16,0.331481234774392,"No",6,1,3,"1059017"
"577",79,11,40.5555555555556,9.09090909090909,45.4545454545455,63.6363636363636,18.1818181818182,29,0.330675866891602,"No",6,19,0,"1051118, 1049283, 1059729, 1053591, 1060022"
"578",1636,5,59.8,60,20,80,20,20,0.330455220853635,"No",0,0,0,NA
"579",794,12,42.0909090909091,0,58.3333333333333,91.6666666666667,0,22,0.330421220127272,"No",13,4,0,"1058513, 1056558, 1054326, 1060265"
"580",699,8,55.5714285714286,0,50,62.5,25,23,0.330397253243557,"No",2,5,2,"1074208, 1059060, 1060054, 1057957"
"581",980,15,53.2666666666667,0,66.6666666666667,86.6666666666667,13.3333333333333,43,0.330159503862204,"No",0,3,2,"1053695, 1059136"
"582",935,10,36.5555555555556,0,60,80,10,22,0.330055292706963,"No",8,3,1,"1054615, 1058572"
"583",1092,6,50,0,33.3333333333333,50,50,19,0.329945104408977,"No",5,0,0,"1058902, 1061852"
"584",93,3,48.5,0,66.6666666666667,66.6666666666667,0,7,0.329922774499759,"No",0,0,1,NA
"585",1388,11,65.4,18.1818181818182,63.6363636363636,81.8181818181818,9.09090909090909,11,0.329382159398215,"No",0,3,1,"1051355"
"586",921,15,53.8,0,86.6666666666667,100,0,34,0.329252213424331,"No",2,0,2,NA
"587",1269,4,54.75,25,75,100,0,7,0.329179857510906,"No",0,0,0,NA
"588",703,4,47,0,50,50,25,11,0.329171575038532,"No",2,0,5,"1060757"
"589",1013,13,70.5384615384615,0,92.3076923076923,92.3076923076923,7.69230769230769,25,0.328678836258086,"No",1,1,5,NA
"590",1042,6,68.3333333333333,0,100,100,0,11,0.328279172028891,"No",0,0,1,NA
"591",545,14,51.6923076923077,0,71.4285714285714,78.5714285714286,14.2857142857143,28,0.327600989030275,"No",0,3,2,"1058990, 1057274"
"592",472,11,55.6363636363636,45.4545454545455,54.5454545454545,100,0,29,0.327380888714437,"No",0,25,2,"1055983"
"593",811,12,44.4545454545455,0,58.3333333333333,75,16.6666666666667,26,0.32693580246686,"No",2,21,2,"1056894, 1049576, 1057550, 1058680"
"594",1038,8,66.7142857142857,0,62.5,75,12.5,21,0.326871672992707,"No",0,0,0,NA
"595",582,9,38,0,66.6666666666667,100,0,29,0.326819559342987,"No",7,6,11,"1053769, 1049696, 1063049, 1058912"
"596",83,10,47.1111111111111,0,30,80,10,24,0.326560715085863,"No",0,0,0,NA
"597",1810,4,53.5,0,25,100,0,10,0.3258548156265,"No",0,0,3,NA
"598",517,7,39.5714285714286,0,100,100,0,22,0.32585059314836,"No",1,2,0,"1075030, 1062812"
"599",1929,7,63,42.8571428571429,42.8571428571429,85.7142857142857,0,21,0.325679930780738,"No",1,0,0,NA
"600",2,9,47.6666666666667,33.3333333333333,33.3333333333333,77.7777777777778,22.2222222222222,22,0.325412341539861,"No",2,3,0,"1060234, 1057895"
"601",1508,8,40.375,0,100,100,0,20,0.325218395355449,"No",1,1,3,"1052004, 1058932, 1060714"
"602",2060,3,54.6666666666667,100,0,100,0,9,0.325059653950044,"No",0,0,0,NA
"603",1176,5,51.2,100,0,60,40,16,0.324898946865356,"No",2,13,0,"1054979, 1075989, 1052085, 1053590, 1054127, 1060722"
"604",443,11,44.6363636363636,0,81.8181818181818,63.6363636363636,36.3636363636364,26,0.324894688003829,"No",2,14,3,"1054750, 1075910"
"605",466,3,44,0,66.6666666666667,100,0,12,0.32486115788553,"No",1,1,1,NA
"606",1552,5,63,0,100,60,40,14,0.324825543805519,"No",2,2,0,"1051489"
"607",651,9,60.1111111111111,33.3333333333333,66.6666666666667,100,0,20,0.324663129637321,"No",0,0,0,NA
"608",627,9,61.1111111111111,0,88.8888888888889,44.4444444444444,55.5555555555556,22,0.324438891325419,"No",0,0,0,NA
"609",290,9,41,0,66.6666666666667,55.5555555555556,44.4444444444444,25,0.32441718211372,"No",6,39,7,"1054630, 1049268, 1059546"
"610",24,8,51.125,62.5,12.5,100,0,23,0.324315508561189,"No",2,27,0,"1049273, 1059500, 1051774, 1075178, 1052995, 1053302, 1056465"
"611",1947,4,70.25,0,100,100,0,10,0.323851346089092,"No",0,0,0,NA
"612",957,5,59.6,0,20,100,0,12,0.323599259951059,"No",1,1,4,NA
"613",1542,10,59.1111111111111,90,0,80,10,26,0.323291647871579,"No",2,5,2,"1049011, 1073796"
"614",319,6,42.25,0,16.6666666666667,66.6666666666667,0,14,0.323042510695337,"No",2,27,0,"1053287, 1060032"
"615",898,9,44,77.7777777777778,11.1111111111111,77.7777777777778,11.1111111111111,21,0.322659332419943,"No",8,8,0,"1053781, 1057008, 1050753, 1059844, 1055340, 1050113"
"616",992,5,47.2,80,0,100,0,11,0.321895681640352,"No",3,5,0,"1050960"
"617",1016,7,54.4,0,71.4285714285714,57.1428571428571,14.2857142857143,23,0.32179118852051,"No",1,10,1,NA
"618",549,7,45.6666666666667,0,85.7142857142857,85.7142857142857,0,18,0.321146726011897,"No",3,3,1,"1060154, 1060877"
"619",1689,8,59.625,0,100,100,0,22,0.320818441017053,"No",1,0,0,"1059215"
"620",1094,11,51.1818181818182,18.1818181818182,81.8181818181818,81.8181818181818,18.1818181818182,29,0.320398197729062,"No",5,7,0,"1056040, 1051631, 1054998, 1056460"
"621",258,7,51,0,85.7142857142857,100,0,23,0.320015391327144,"No",5,1,1,NA
"622",289,8,39.875,0,12.5,100,0,23,0.319848734712768,"No",1,51,0,"1054623, 1051857, 1074059, 1050934, 1054676"
"623",1217,3,76,0,100,100,0,5,0.319785561378797,"No",0,0,0,NA
"624",1113,4,64.5,0,100,50,50,12,0.319750332607617,"No",0,0,0,NA
"625",1357,7,40.1428571428571,42.8571428571429,28.5714285714286,100,0,19,0.319552002628572,"No",5,11,12,"1074397, 1051600, 1059182, 1059681, 1058894, 1054125, 1075658"
"626",1822,3,52.3333333333333,0,0,100,0,5,0.31915702191608,"No",0,0,4,NA
"627",683,9,60.4444444444444,11.1111111111111,77.7777777777778,100,0,26,0.318782848889257,"No",1,3,2,"1052697"
"628",47,12,42.6363636363636,0,50,91.6666666666667,0,19,0.318762204051872,"No",8,18,2,"1056557, 1052898, 1054928, 1054265, 1049760, 1056764"
"629",1458,8,53.5714285714286,0,62.5,75,12.5,23,0.318760210464565,"No",0,4,0,"1049217"
"630",1569,3,36.6666666666667,33.3333333333333,0,100,0,5,0.318748471265315,"No",1,1,0,"1056598"
"631",1133,3,46,33.3333333333333,0,66.6666666666667,33.3333333333333,5,0.318371347587685,"No",0,0,0,"1062036"
"632",296,14,45.1428571428571,35.7142857142857,35.7142857142857,92.8571428571429,7.14285714285714,31,0.318313776782329,"No",6,15,0,"1052336, 1055458, 1056579, 1057259, 1048962, 1059511, 1049323"
"633",1523,3,51,0,100,100,0,5,0.318088504829462,"No",0,0,0,NA
"634",740,5,46.4,0,100,100,0,18,0.318008557322911,"No",2,0,5,"1053292, 1061727"
"635",228,5,42.2,0,40,100,0,12,0.317932083314631,"No",2,9,0,"1050046, 1050044, 1055093, 1052750, 1059519, 1060667, 1057705"
"636",110,9,49.2222222222222,22.2222222222222,33.3333333333333,88.8888888888889,11.1111111111111,26,0.317714793940163,"No",0,7,4,"1049585"
"637",1392,6,42.8333333333333,0,50,83.3333333333333,16.6666666666667,16,0.317708346822739,"No",9,0,1,"1059610, 1060508"
"638",1717,11,71.0909090909091,18.1818181818182,81.8181818181818,100,0,22,0.317384366104395,"No",0,0,0,NA
"639",1422,3,38.6666666666667,0,100,100,0,5,0.317271403527931,"No",2,12,0,"1061970, 1049300, 1053504, 1056575"
"640",1965,3,38,0,100,100,0,5,0.317271403527931,"No",0,3,0,"1075482, 1055898"
"641",1015,14,64.2142857142857,0,100,100,0,39,0.317258764800538,"No",0,2,0,"1050348"
"642",719,9,48.6666666666667,0,100,88.8888888888889,11.1111111111111,26,0.317051975976921,"No",1,12,0,"1057739, 1052006, 1058271, 1049275"
"643",1399,7,42.5,0,85.7142857142857,85.7142857142857,0,13,0.316967300278234,"No",5,1,1,"1057346, 1050050"
"644",985,3,53.6666666666667,0,100,100,0,5,0.316957133796573,"No",0,0,0,NA
"645",1547,5,66.8,60,40,80,20,16,0.316818432872947,"No",0,0,1,NA
"646",307,13,44.5,38.4615384615385,38.4615384615385,53.8461538461538,38.4615384615385,32,0.316536538205092,"No",8,38,0,"1050225, 1054946, 1058594, 1050622, 1073243, 1057502, 1059488, 1049111, 1073262"
"647",2055,3,62.6666666666667,0,100,33.3333333333333,66.6666666666667,5,0.316234313414449,"No",0,0,0,NA
"648",792,8,50.5,0,100,100,0,20,0.316208129501674,"No",2,3,0,"1059174, 1074191"
"649",221,5,47.5,0,80,80,0,17,0.316140568583546,"No",2,0,2,NA
"650",61,12,65.5833333333333,0,91.6666666666667,100,0,21,0.315988810842368,"No",2,0,3,NA
"651",1923,4,69.5,0,100,100,0,6,0.315313990406817,"No",1,0,0,NA
"652",1149,6,59.8333333333333,33.3333333333333,50,50,50,25,0.314866569015752,"No",0,0,0,NA
"653",474,6,43,33.3333333333333,66.6666666666667,83.3333333333333,16.6666666666667,14,0.314818398533662,"No",2,5,0,"1055528, 1049394, 1050264"
"654",908,7,44,0,71.4285714285714,100,0,22,0.313929408360076,"No",1,6,1,"1054621"
"655",1674,3,43.6666666666667,33.3333333333333,66.6666666666667,100,0,4,0.313922276415913,"No",0,0,0,"1058909"
"656",340,10,52.4,20,60,90,10,30,0.313462071923507,"No",1,1,1,NA
"657",497,5,53,0,20,100,0,11,0.313459233949222,"No",1,2,1,"1073843"
"658",1829,5,63.6,100,0,100,0,10,0.31341814313778,"No",0,0,2,NA
"659",845,3,41,66.6666666666667,0,33.3333333333333,33.3333333333333,8,0.313298573695338,"No",2,5,0,"1051037, 1060633"
"660",1304,4,42,0,75,100,0,9,0.313171004410472,"No",0,0,1,"1057812, 1061590"
"661",1248,15,46.6666666666667,6.66666666666667,86.6666666666667,93.3333333333333,6.66666666666667,25,0.313015464492347,"No",1,8,1,"1049977, 1073805, 1074310"
"662",973,4,36,0,50,75,25,6,0.312858153765713,"No",1,6,4,"1074293, 1074317"
"663",718,11,42.5454545454545,0,54.5454545454545,72.7272727272727,27.2727272727273,26,0.312617696687843,"No",4,42,0,"1073201, 1074876, 1052217, 1075568, 1057754, 1060378, 1049567, 1051526, 1050152, 1054443, 1073412, 1058760"
