"","Community_ID","Count","current_age","percentBlack","percentWhite","percentMale","percentFemale","WithinCommunityComplaints","Index_Value","DetectedCrew","totalSettlements","NumberOfDocs","NumberOfDocRequests","ToRead_ordered"
"231",1300,4,51.75,0,100,75,25,22,0.449496701869834,"No",0,0,39,NA
"232",1104,9,44,0,77.7777777777778,88.8888888888889,11.1111111111111,32,0.448498343188083,"No",3,7,1,"1053724, 1055199, 1056660, 1054411"
"233",1077,3,50,0,33.3333333333333,33.3333333333333,0,13,0.448135421132661,"No",0,0,0,NA
"234",760,11,46.1818181818182,100,0,81.8181818181818,18.1818181818182,34,0.448112252053359,"No",5,11,5,"1059052, 1050256, 1052436, 1074036, 1049659, 1059570"
"235",843,14,48.4285714285714,14.2857142857143,42.8571428571429,100,0,52,0.447791899955066,"No",3,12,4,"1073449, 1075693, 1059296, 1062822, 1059611"
"236",1231,9,57.6666666666667,0,66.6666666666667,77.7777777777778,22.2222222222222,27,0.447759378265253,"No",0,1,7,"1052405"
"237",1157,8,55.625,0,100,100,0,29,0.447657810429561,"No",0,6,3,"1053032, 1060178"
"238",1052,4,55.75,100,0,100,0,21,0.44666688378432,"No",0,1,0,"1056025"
"239",58,3,47.6666666666667,33.3333333333333,66.6666666666667,100,0,11,0.445673954815135,"No",2,1,0,"1050813"
"240",322,16,62.6,6.25,87.5,81.25,12.5,42,0.44555288455205,"No",0,0,0,NA
"241",31,18,46.7777777777778,5.55555555555556,66.6666666666667,94.4444444444444,5.55555555555556,56,0.445527318584963,"No",4,16,6,"1056550, 1075309, 1056224, 1058922, 1051748, 1051455, 1054078"
"242",796,6,40.1666666666667,0,50,83.3333333333333,16.6666666666667,26,0.444779629513016,"No",7,14,0,"1051651, 1059168, 1050365, 1055640, 1055701, 1055269"
"243",291,10,53.2,0,90,100,0,46,0.444514614092254,"No",0,5,3,"1059272, 1061660, 1075618, 1055325, 1056248, 1059581"
"244",288,7,46.1428571428571,28.5714285714286,57.1428571428571,100,0,21,0.444488623852327,"No",3,42,1,"1053341, 1049077, 1050682, 1051573"
"245",963,10,58.3,20,80,100,0,41,0.443468666954226,"No",1,2,1,"1054028, 1058917"
"246",1461,6,58.4,0,83.3333333333333,83.3333333333333,0,19,0.442142798169854,"No",7,0,1,NA
"247",698,5,49.6,0,100,80,20,23,0.44152394152814,"No",1,7,5,"1050306, 1054953"
"248",70,6,41.3333333333333,0,100,100,0,22,0.441290421272094,"No",3,5,0,NA
"249",209,10,54.4,10,80,100,0,39,0.44097146581936,"No",2,6,1,"1073916"
"250",48,6,41.6,50,33.3333333333333,83.3333333333333,0,20,0.440295258708144,"No",1,3,0,"1052413"
"251",810,10,47.7,0,50,90,10,41,0.439634704647778,"No",1,0,2,"1058618, 1059196, 1060000"
"252",1617,8,69.375,50,50,100,0,23,0.439604919176067,"No",0,0,0,NA
"253",329,10,52.6,0,100,80,20,44,0.439399758796896,"No",4,5,1,NA
"254",815,6,47.1666666666667,0,66.6666666666667,100,0,18,0.439008580385669,"No",0,1,1,"1059361"
"255",934,14,36.8571428571429,7.14285714285714,64.2857142857143,100,0,49,0.438824421591958,"No",7,16,1,"1075600, 1057578, 1057104, 1057630, 1051554, 1073544, 1055826, 1056937, 1057937, 1061239, 1053605, 1051088, 1056666, 1059176, 1059218"
"256",195,10,52.2,80,10,100,0,31,0.437461094762914,"No",1,10,0,NA
"257",196,8,43.625,0,100,75,25,35,0.436709828822047,"No",7,6,3,"1053947, 1056903"
"258",1573,8,37.6666666666667,12.5,62.5,75,0,21,0.436125884306289,"No",3,1,4,"1056589, 1061148, 1061633"
"259",433,9,55.7777777777778,100,0,55.5555555555556,44.4444444444444,33,0.435759496126827,"No",0,2,1,"1058091"
"260",456,10,42.8888888888889,0,80,90,0,31,0.435261183049138,"No",6,9,1,"1051238, 1075562, 1055885, 1053545"
"261",997,8,44.1666666666667,50,12.5,75,0,28,0.435211636521054,"No",3,30,2,"1054276, 1051828, 1054333, 1052351, 1049424"
"262",1031,6,45,0,83.3333333333333,66.6666666666667,16.6666666666667,27,0.435114954620826,"No",0,1,0,NA
"263",1332,8,59.875,0,87.5,100,0,29,0.434983135250648,"No",0,0,3,NA
"264",393,5,53,0,80,100,0,21,0.433409215781978,"No",0,1,1,NA
"265",401,7,43,0,71.4285714285714,100,0,28,0.432380663308554,"No",1,3,0,"1060683"
"266",1247,6,42.75,0,50,66.6666666666667,0,14,0.431887487832623,"No",4,30,0,"1049622, 1052536, 1052472"
"267",356,5,55.4,80,0,100,0,19,0.43148880865731,"No",1,4,0,NA
"268",454,7,50.2857142857143,0,85.7142857142857,100,0,25,0.431269910753293,"No",2,11,2,NA
"269",1026,8,43.75,0,100,100,0,22,0.430531273511616,"No",3,6,2,"1073670"
"270",345,3,40,0,100,100,0,14,0.430015714674358,"No",1,2,2,NA
"271",709,14,59.2307692307692,64.2857142857143,21.4285714285714,85.7142857142857,7.14285714285714,30,0.429902561621398,"No",4,0,7,"1060021, 1056130"
"272",459,9,48.2222222222222,11.1111111111111,77.7777777777778,100,0,37,0.428187487850723,"No",5,44,0,"1049097, 1050776, 1051214, 1052644, 1049901, 1050583"
"273",506,6,40.6666666666667,0,100,100,0,23,0.427504029171663,"No",2,11,10,"1049487, 1050368"
"274",1190,17,58.3125,35.2941176470588,58.8235294117647,82.3529411764706,11.7647058823529,33,0.427501770176032,"No",1,9,2,"1052153"
"275",1647,3,54.3333333333333,0,66.6666666666667,100,0,14,0.427376623852862,"No",0,0,0,NA
"276",38,10,49.2,0,90,90,10,33,0.427337030850547,"No",2,3,2,"1049539"
"277",238,13,50.5,0,69.2307692307692,76.9230769230769,15.3846153846154,40,0.426578980499409,"No",4,0,1,"1057765"
"278",487,11,55.5,36.3636363636364,45.4545454545455,72.7272727272727,18.1818181818182,33,0.426461842751206,"No",0,0,4,NA
"279",460,6,44.75,0,16.6666666666667,66.6666666666667,0,25,0.425345428781165,"No",2,6,2,"1056372, 1050667"
"280",498,15,43.2142857142857,0,93.3333333333333,86.6666666666667,6.66666666666667,42,0.42230738325396,"No",7,75,4,"1049464, 1050178, 1054470, 1055821, 1057758, 1059912, 1049725, 1049735, 1051357"
"281",693,11,55.5454545454545,36.3636363636364,63.6363636363636,72.7272727272727,27.2727272727273,41,0.420141625278663,"No",3,5,3,"1075287, 1075387, 1055380"
"282",969,5,43.6,0,100,100,0,16,0.419518275604845,"No",4,3,1,"1050179, 1055480"
"283",1450,7,52,85.7142857142857,0,57.1428571428571,28.5714285714286,26,0.419484779576045,"No",0,5,1,"1050655"
"284",831,5,53.8,40,40,100,0,25,0.419447364794888,"No",2,0,1,"1058036, 1058653"
"285",570,7,42.1428571428571,0,85.7142857142857,100,0,22,0.419398526857997,"No",4,18,2,"1053442"
"286",425,12,48.0909090909091,25,33.3333333333333,75,16.6666666666667,27,0.419021090264335,"No",5,21,2,"1054868, 1049706"
"287",1284,4,41.5,25,25,50,0,15,0.418961406357422,"No",4,2,1,"1050976"
"288",1127,3,43,0,66.6666666666667,100,0,13,0.418719811077563,"No",1,1,0,NA
"289",143,10,52.9,0,100,100,0,37,0.418701363236185,"No",0,9,2,"1055065, 1050887, 1049655, 1049406"
"290",181,6,40.2,50,0,83.3333333333333,0,22,0.41842414611728,"No",5,4,1,"1056648, 1058135, 1056646"
"291",11,13,62.6153846153846,61.5384615384615,38.4615384615385,76.9230769230769,23.0769230769231,47,0.418116933216344,"No",0,3,5,NA
"292",2107,6,58.6666666666667,16.6666666666667,83.3333333333333,100,0,19,0.417987404022514,"No",0,0,2,NA
"293",1089,11,61.4545454545455,81.8181818181818,18.1818181818182,90.9090909090909,9.09090909090909,36,0.417752887551588,"No",16,0,10,NA
"294",225,7,52.2857142857143,0,85.7142857142857,71.4285714285714,28.5714285714286,36,0.416794864349888,"No",0,3,2,NA
"295",1061,11,59,9.09090909090909,54.5454545454545,100,0,32,0.41632085789432,"No",2,21,7,"1048986, 1051369"
"296",757,10,64.9,30,50,100,0,37,0.41583125651576,"No",1,0,2,NA
"297",448,15,50.5333333333333,0,66.6666666666667,100,0,46,0.414726687342821,"No",1,1,2,"1056961"
"298",71,9,45.2222222222222,0,77.7777777777778,88.8888888888889,11.1111111111111,40,0.414150454622127,"No",0,0,5,NA
"299",1267,4,48,0,75,75,25,12,0.413703265109481,"No",1,12,0,"1049934, 1074760"
"300",224,13,35.1538461538462,0,30.7692307692308,84.6153846153846,15.3846153846154,26,0.413267645438165,"No",4,36,1,"1051219, 1052064, 1073179, 1073208, 1074635, 1055539, 1056444, 1062035, 1050903, 1073507, 1055053, 1057469"
"301",1412,9,52.6666666666667,0,55.5555555555556,77.7777777777778,22.2222222222222,33,0.413159316396485,"No",1,0,1,NA
"302",446,7,46.1666666666667,85.7142857142857,0,85.7142857142857,0,25,0.413029801660914,"No",0,9,0,"1051192, 1052095, 1052562, 1059704, 1056476, 1056827"
"303",1048,9,52.7777777777778,0,88.8888888888889,77.7777777777778,22.2222222222222,30,0.412857792774379,"No",2,1,0,"1055777"
"304",50,7,41.7142857142857,0,100,100,0,21,0.412814903924348,"No",2,4,0,"1050086"
"305",75,5,55.6,20,80,100,0,14,0.412344960250823,"No",0,6,1,"1053543"
"306",867,15,52.8,0,93.3333333333333,100,0,47,0.411300676179403,"No",4,1,2,"1057778, 1056742"
"307",547,14,57.4285714285714,14.2857142857143,14.2857142857143,85.7142857142857,14.2857142857143,46,0.410082171441327,"No",1,26,0,"1061719, 1049676, 1073198"
"308",442,6,58.6666666666667,0,100,33.3333333333333,66.6666666666667,24,0.409008236499321,"No",0,0,0,NA
"309",900,5,42.4,0,100,60,40,14,0.40836768982659,"No",1,13,0,"1051078, 1075034"
"310",1324,6,52.75,66.6666666666667,0,33.3333333333333,33.3333333333333,25,0.407857616832053,"No",0,2,1,"1075520"
"311",941,6,46.1666666666667,0,100,100,0,19,0.407322121000055,"No",2,0,2,NA
"312",1275,3,60.3333333333333,0,0,100,0,10,0.40684762083151,"No",0,2,8,"1052795"
"313",1066,13,46.5,0,38.4615384615385,76.9230769230769,15.3846153846154,20,0.406845818642921,"No",0,2,1,"1055794, 1061143"
"314",943,12,48.1666666666667,0,75,100,0,37,0.406596995228213,"No",0,4,4,NA
"315",249,16,50.6,56.25,25,81.25,12.5,48,0.406432302399235,"No",9,17,1,"1057340, 1056364, 1060097, 1061487, 1052941, 1074217, 1055713, 1060010"
"316",95,6,44.5,0,50,100,0,31,0.40599535383979,"No",2,1,0,"1056588"
"317",589,9,43.8,33.3333333333333,11.1111111111111,55.5555555555556,0,20,0.404973341235559,"No",9,1,0,"1055870"
"318",152,8,41.1428571428571,62.5,25,87.5,0,23,0.404930194523781,"No",12,12,2,"1050679, 1052940, 1049877, 1051266, 1060510"
"319",879,3,47.5,0,0,66.6666666666667,0,6,0.404886497469323,"No",7,0,0,NA
"320",885,9,51.2222222222222,44.4444444444444,55.5555555555556,88.8888888888889,11.1111111111111,19,0.404107886250556,"No",2,1,3,NA
"321",1804,6,53.5,33.3333333333333,66.6666666666667,100,0,16,0.40375470674847,"No",0,5,1,"1051670"
"322",1136,7,48.6666666666667,0,42.8571428571429,28.5714285714286,14.2857142857143,14,0.403742525520174,"No",10,4,3,"1051813, 1058911, 1051904, 1057161"
"323",1088,11,49.5,9.09090909090909,72.7272727272727,90.9090909090909,0,29,0.403664893517839,"No",1,4,1,"1057880, 1059865, 1060940"
"324",1735,3,53.3333333333333,0,0,33.3333333333333,66.6666666666667,9,0.403317279766041,"No",1,0,0,NA
"325",325,9,60.2222222222222,44.4444444444444,44.4444444444444,88.8888888888889,11.1111111111111,33,0.402752207730329,"No",0,0,0,NA
"326",27,10,46.4444444444444,0,70,90,0,34,0.402158918180818,"No",1,10,0,"1053431"
"327",389,15,41.4,0,46.6666666666667,80,20,47,0.40207399815726,"No",8,28,1,"1049528, 1049250, 1050792, 1051648, 1053782, 1074982, 1050472, 1060049, 1050337, 1055401, 1056403, 1058408, 1051747, 1059232, 1060893, 1062004"
"328",376,12,54,33.3333333333333,50,66.6666666666667,25,40,0.401589309522055,"No",2,14,0,"1050723, 1074752, 1056913, 1050805"
"329",1047,9,49.7777777777778,88.8888888888889,11.1111111111111,100,0,27,0.401004572917669,"No",0,8,0,"1054669, 1053049"
"330",80,6,48.6666666666667,0,100,100,0,20,0.399992945699163,"No",0,2,2,NA
"331",569,7,51.7142857142857,42.8571428571429,57.1428571428571,100,0,24,0.399854473647045,"No",0,2,2,NA
"332",84,10,43.6,0,100,100,0,41,0.398871535849635,"No",5,13,0,"1050037, 1051565, 1055482, 1058558, 1062369, 1056215, 1056419, 1057960"
"333",1484,8,55.5,0,100,87.5,12.5,33,0.398790434710998,"No",1,0,1,"1061873"
"334",563,11,50.8181818181818,9.09090909090909,81.8181818181818,100,0,35,0.398733489540829,"No",1,9,0,NA
"335",759,5,55.8,0,60,100,0,22,0.398618993750655,"No",2,1,2,NA
"336",479,12,57.3333333333333,41.6666666666667,50,91.6666666666667,8.33333333333333,35,0.398321520858146,"No",2,0,7,NA
"337",82,9,47.2222222222222,0,55.5555555555556,88.8888888888889,11.1111111111111,27,0.398228655473437,"No",6,0,0,NA
"338",1035,14,60.0909090909091,42.8571428571429,21.4285714285714,64.2857142857143,14.2857142857143,36,0.397661044657823,"No",5,0,10,"1055686, 1059459"
"339",793,8,50.625,100,0,62.5,37.5,20,0.397288108406921,"No",3,29,12,"1059902, 1049156, 1049679, 1051057, 1056519"
"340",1135,10,38.9,0,90,100,0,27,0.397269211101946,"No",6,2,0,NA
"341",561,13,50,23.0769230769231,7.69230769230769,23.0769230769231,15.3846153846154,34,0.396894027648868,"No",2,0,10,"1061417, 1055429"
"342",106,10,45.125,0,60,50,30,35,0.395534798847557,"No",7,14,1,"1052529"
"343",1352,3,61,0,33.3333333333333,100,0,9,0.395016884255395,"No",1,0,0,NA
"344",264,6,58.3333333333333,0,100,100,0,18,0.394935985056619,"No",0,0,0,NA
"345",1102,7,63.4285714285714,0,100,100,0,19,0.394926162635304,"No",1,0,0,NA
"346",90,9,44.7777777777778,0,88.8888888888889,88.8888888888889,11.1111111111111,27,0.394801697597137,"No",2,9,1,"1053984, 1050906, 1075535"
"347",1909,3,38.6666666666667,0,100,100,0,9,0.393340873447998,"No",4,43,5,"1061587"
"348",262,15,54.6,13.3333333333333,73.3333333333333,86.6666666666667,13.3333333333333,51,0.39327493664373,"No",0,4,1,NA
"349",120,6,39.25,0,66.6666666666667,50,16.6666666666667,17,0.392651247581004,"No",2,53,0,"1051250, 1049640"
"350",250,14,44.8,7.14285714285714,42.8571428571429,50,21.4285714285714,38,0.392383626228185,"No",1,72,2,"1054802, 1049670, 1057374, 1060292, 1052218, 1052306, 1054607, 1056034"
"351",743,13,41.6153846153846,0,30.7692307692308,92.3076923076923,7.69230769230769,29,0.391299910012201,"No",9,3,2,"1052266, 1057429, 1059246"
"352",139,14,52,0,100,78.5714285714286,21.4285714285714,37,0.390559524428989,"No",2,37,5,"1049886"
"353",208,9,35.4444444444444,0,77.7777777777778,100,0,28,0.39055050593549,"No",7,80,5,"1055953, 1053967, 1073706, 1057329, 1062194, 1053388, 1055311, 1055853, 1054318"
"354",623,3,58,100,0,66.6666666666667,33.3333333333333,9,0.390190599095251,"No",1,5,0,"1053932"
"355",681,10,63.1,20,70,90,10,36,0.389986491628984,"No",4,0,2,NA
"356",156,4,49.25,0,50,100,0,17,0.389351402703353,"No",2,5,3,"1058387"
"357",1394,9,69.5555555555556,22.2222222222222,77.7777777777778,100,0,25,0.389321127782376,"No",0,0,0,NA
"358",229,19,53.1052631578947,21.0526315789474,78.9473684210526,94.7368421052632,5.26315789473684,49,0.388706151585051,"No",0,14,0,"1053693, 1056152"
"359",382,3,48,0,33.3333333333333,100,0,7,0.388649655749585,"No",0,24,3,"1049244, 1050341"
"360",1444,8,66.5,37.5,50,100,0,20,0.388223134681036,"No",0,2,0,NA
"361",1151,4,59.25,0,100,100,0,13,0.387517407448434,"No",0,0,0,NA
"362",1079,10,53,80,0,80,10,33,0.3868468377477,"No",3,5,5,"1053791"
"363",734,8,60.125,0,100,100,0,28,0.386640373802026,"No",10,1,1,NA
"364",281,8,55.75,0,87.5,100,0,27,0.386163824035446,"No",1,5,3,"1055359, 1052216, 1055051, 1057187, 1062634"
"365",266,14,45.6153846153846,0,42.8571428571429,85.7142857142857,7.14285714285714,30,0.386155381059178,"No",8,68,2,"1049155, 1054158, 1055723, 1054957"
"366",402,3,38.3333333333333,0,66.6666666666667,100,0,7,0.38583534274858,"No",3,27,1,"1055244, 1049271, 1058772, 1059911"
"367",26,4,45,0,50,50,0,13,0.385419210819216,"No",1,0,3,NA
"368",1191,10,44.7777777777778,0,60,80,10,18,0.385061203090686,"No",2,5,0,"1052558, 1061729"
"369",1093,4,51,25,50,100,0,12,0.385017764472286,"No",1,0,1,NA
"370",914,10,57.9,0,100,100,0,22,0.384910105566111,"No",1,0,0,NA
"371",577,5,47.8,80,20,80,20,24,0.384694679223418,"No",2,17,2,"1052120, 1049129, 1055040, 1060742"
"372",597,4,46.25,0,100,100,0,15,0.384307662669653,"No",0,0,1,NA
"373",755,6,43.8333333333333,16.6666666666667,66.6666666666667,83.3333333333333,16.6666666666667,21,0.384224458967803,"No",2,42,3,"1049584, 1049484"
"374",151,7,54,0,57.1428571428571,42.8571428571429,28.5714285714286,20,0.383912146761365,"No",0,15,1,"1053104"
"375",657,12,60,16.6666666666667,83.3333333333333,83.3333333333333,16.6666666666667,29,0.38376362233884,"No",1,3,3,"1057439, 1057153"
"376",938,7,60.1428571428571,0,71.4285714285714,100,0,14,0.383625450474114,"No",0,2,15,"1054050, 1059990"
"377",568,9,51.3333333333333,22.2222222222222,44.4444444444444,66.6666666666667,0,27,0.383572007377896,"No",0,1,3,"1051500, 1058155"
"378",856,5,40.3333333333333,40,20,40,20,18,0.382887381599452,"No",12,12,1,"1053343, 1053497"
"379",837,6,42.8333333333333,16.6666666666667,83.3333333333333,100,0,21,0.382409438274729,"No",6,4,2,"1054585"
"380",132,4,42,0,75,75,0,15,0.382021456608875,"No",0,0,0,NA
"381",137,7,62.1428571428571,0,100,85.7142857142857,14.2857142857143,23,0.381765130960183,"No",0,0,0,NA
"382",1873,6,63.6666666666667,33.3333333333333,33.3333333333333,50,50,13,0.381622177903376,"No",0,1,0,"1054075"
"383",640,11,53.9090909090909,0,72.7272727272727,100,0,32,0.381357775502284,"No",2,0,4,NA
"384",5,7,38.1428571428571,0,57.1428571428571,100,0,19,0.380957290572289,"No",4,29,12,"1056226, 1050691, 1055332"
"385",945,3,45.6666666666667,0,33.3333333333333,100,0,14,0.380698917982317,"No",4,0,0,NA
"386",94,14,47.6428571428571,35.7142857142857,42.8571428571429,85.7142857142857,14.2857142857143,34,0.379833668351024,"No",3,9,2,"1074375, 1075455, 1056775, 1050523, 1057422"
"387",990,3,48.6666666666667,0,100,100,0,14,0.379694194145514,"No",3,3,0,"1054889, 1049586"
"388",1051,17,69.1176470588235,82.3529411764706,17.6470588235294,88.2352941176471,11.7647058823529,34,0.378380170657298,"No",0,0,2,NA
"389",745,4,51,0,25,75,0,13,0.378187841316842,"No",3,3,1,NA
"390",512,7,48.5714285714286,0,42.8571428571429,100,0,19,0.377669614097037,"No",1,11,3,"1053324, 1050599, 1049693"
"391",919,7,44.1428571428571,71.4285714285714,14.2857142857143,100,0,26,0.377596410566527,"No",0,16,0,"1051016, 1051260, 1050845, 1051447, 1073263"
"392",458,7,50.6666666666667,85.7142857142857,0,85.7142857142857,0,28,0.377572303293779,"No",1,9,1,"1053403, 1062884, 1053188"
"393",1306,5,49,20,40,100,0,18,0.376953225541162,"No",0,3,1,"1073195"
"394",616,10,57.5,0,100,90,10,36,0.376789623692006,"No",0,6,0,"1075160"
"395",364,9,48.4444444444444,100,0,88.8888888888889,11.1111111111111,36,0.376595411504156,"No",3,4,1,"1057675, 1051767, 1061102"
"396",662,7,40,14.2857142857143,42.8571428571429,85.7142857142857,0,23,0.376132446231926,"No",6,17,1,"1049915, 1052077"
"397",133,7,48.3333333333333,14.2857142857143,71.4285714285714,85.7142857142857,0,25,0.376032882809619,"No",4,5,1,"1052939, 1054907, 1056962"
"398",553,12,48.2727272727273,0,75,83.3333333333333,8.33333333333333,38,0.375703448440603,"No",3,36,3,"1049623, 1049701, 1073258, 1052876"
"399",586,14,53.1666666666667,0,64.2857142857143,71.4285714285714,14.2857142857143,37,0.375690130474212,"No",4,1,1,NA
"400",659,11,58.8181818181818,0,90.9090909090909,9.09090909090909,90.9090909090909,41,0.375601434879233,"No",0,4,2,"1058293, 1057201, 1058013"
"401",1977,4,66,100,0,75,25,10,0.375449415097381,"No",0,0,2,NA
"402",226,11,47.75,0,36.3636363636364,72.7272727272727,0,32,0.375376079183971,"No",2,3,0,"1053971"
"403",738,9,47.6666666666667,0,66.6666666666667,100,0,28,0.375296737766155,"No",3,4,3,"1051196, 1056132, 1056986, 1058107"
"404",92,6,46.6666666666667,0,83.3333333333333,100,0,22,0.374768121288166,"No",1,5,2,"1056920, 1051325, 1056482"
"405",188,3,47.3333333333333,0,0,100,0,8,0.374710660352805,"No",1,3,0,"1051363"
"406",284,10,52.25,0,70,70,10,30,0.374452278165658,"No",4,4,3,NA
"407",544,4,53.5,0,50,100,0,13,0.374433153411409,"No",0,21,1,"1060695, 1052557"
"408",1323,3,52.6666666666667,0,33.3333333333333,100,0,12,0.374419127788966,"No",0,0,1,NA
"409",126,15,56.5333333333333,100,0,80,20,48,0.373889346303178,"No",0,47,8,"1049123, 1073806, 1052003"
"410",1404,9,61.2222222222222,0,66.6666666666667,88.8888888888889,11.1111111111111,28,0.373633659080633,"No",2,0,5,NA
"411",1070,12,52.0909090909091,0,41.6666666666667,75,16.6666666666667,23,0.373533697790106,"No",3,2,1,"1056061, 1058585"
"412",46,9,52,11.1111111111111,33.3333333333333,88.8888888888889,11.1111111111111,26,0.37351392818361,"No",2,2,5,"1053507"
"413",1115,10,43.875,60,10,80,0,31,0.37348154091221,"No",4,10,4,NA
"414",1740,4,53.25,0,100,100,0,13,0.373191538327535,"No",0,0,0,NA
"415",233,8,47.8,62.5,0,50,12.5,19,0.372965656042018,"No",4,9,1,"1055181, 1051555, 1056497"
"416",316,9,37.5714285714286,22.2222222222222,55.5555555555556,55.5555555555556,22.2222222222222,24,0.372599178157062,"No",7,71,4,"1053042"
"417",1100,10,45.3,10,80,100,0,33,0.372457570719497,"No",8,9,0,"1052627, 1053740, 1054353, 1053956, 1055662"
"418",1229,9,44.4444444444444,11.1111111111111,44.4444444444444,100,0,19,0.372083956449573,"No",9,16,2,"1052385, 1059587"
"419",1178,5,54.2,20,80,80,20,18,0.371833147522017,"No",1,3,0,"1059254, 1057275, 1052103"
"420",1037,6,43.8333333333333,0,66.6666666666667,83.3333333333333,16.6666666666667,23,0.371408968260695,"No",1,8,0,"1052245, 1053991"
"421",1188,6,34.6666666666667,16.6666666666667,33.3333333333333,66.6666666666667,33.3333333333333,20,0.37136359479097,"No",8,6,0,"1055315, 1049425, 1052673, 1055372, 1058889"
"422",361,7,44.3333333333333,0,57.1428571428571,57.1428571428571,28.5714285714286,13,0.371102919269102,"No",2,4,1,"1073322, 1059335"
"423",1161,5,47,0,60,80,0,18,0.37069091808292,"No",4,2,0,"1053748"
"424",19,10,44.3,0,40,100,0,18,0.370535097662201,"No",1,25,1,"1050868, 1061147"
"425",178,7,37.5,0,85.7142857142857,28.5714285714286,57.1428571428571,21,0.369333152262488,"No",0,23,1,"1056318, 1052134, 1075620, 1055466, 1060491, 1062551, 1053135, 1074085, 1075610, 1056685, 1054013"
"426",218,15,58.9333333333333,13.3333333333333,80,100,0,42,0.369174249207192,"No",1,1,0,NA
"427",875,6,48.5,0,100,100,0,22,0.369173107562613,"No",0,9,0,"1050662, 1058696"
"428",59,4,45,0,25,50,0,11,0.36911404094818,"No",0,1,0,NA
